Date,Team,Player,Notes,reg_games_missed,post_games_missed,Season,Year,Game_number,Out_for_Season,note_keyword,category,Acquired,Reg_games_missed,Post_games_missed,Out_for_season,Pos,Age,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
2018-01-07,San Antonio Spurs,Kawhi Leonard,placed on IL with partial tear in left shoulder,,,regular,2017.0,41,,shoulder,torso,,38.0,0.0,False,SF,26.0,9.0,9.0,23.3,407.0,209.7,13149.6
2018-01-07,Phoenix Suns,Isaiah Canaan,placed on IL with strained left adductor,,,regular,2017.0,42,,hip,upper leg,,38.0,0.0,False,PG-SG,26.0,20.0,1.0,21.1,188.0,422.0,3844.4
2018-01-07,New York Knicks,Michael Beasley,placed on IL with sprained left ankle,,,regular,2017.0,40,,ankle,lower leg,,41.0,0.0,False,PF,29.0,74.0,30.0,22.3,243.0,1650.2,4337.4
2018-01-07,Portland Trailblazers,Damian Lillard,placed on IL with strained right calf,,,,,-1,,calf,lower leg,,,,,Unknown,,,,,,,
2018-01-08,Nets,Jacob Wiley,placed on IL,,,off,,-1,,roaster move,healthy inactive,,0.0,0.0,True,Unknown,,,,,,,
2018-01-08,Nets,DeMarre Carroll,placed on IL with sprained right knee,,,,,-1,,knee,knee,,,,,Unknown,,,,,,,
2018-01-08,Sacramento Kings,Jack Cooley,placed on IL,,,regular,2017.0,39,,roaster move,healthy inactive,,27.0,0.0,False,PF,26.0,7.0,0.0,12.4,16.0,86.8,86.39999999999999
2018-01-08,Atlanta Hawks,Luke Babbitt,placed on IL,,,regular,2017.0,40,,roaster move,healthy inactive,,40.0,0.0,False,SF,28.0,50.0,14.0,14.3,267.0,715.0,3949.2999999999993
2018-01-08,Los Angeles Clippers,Blake Griffin,placed on IL with concussion,,,regular,2017.0,39,,head,head,,41.0,0.0,False,PF,28.0,58.0,58.0,34.0,363.0,1972.0,12485.000000000002
2018-01-08,Sacramento Kings,JaKarr Sampson,placed on IL,,,regular,2017.0,39,,roaster move,healthy inactive,,33.0,0.0,False,SF,24.0,22.0,6.0,15.6,147.0,343.2,2292.9
2018-01-09,Sacramento Kings,Georgios Papagiannis,placed on IL with upset stomach,,,regular,2017.0,40,,other,other,,41.0,0.0,False,C,20.0,17.0,0.0,7.2,22.0,122.4,354.20000000000005
2018-01-09,Toronto Raptors,Kyle Lowry,placed on IL with bruised tailbone,,,regular,2017.0,39,,other,other,,40.0,0.0,False,PG,31.0,78.0,78.0,32.2,393.0,2511.6000000000004,13855.5
2018-01-10,Golden State Warriors,Klay Thompson,placed on IL,,,regular,2017.0,42,,roaster move,healthy inactive,,39.0,0.0,False,SG,27.0,73.0,73.0,34.3,479.0,2503.8999999999996,16534.299999999996
2018-01-10,Los Angeles Lakers,Thomas Bryant,placed on IL,,,regular,2017.0,41,,roaster move,healthy inactive,,36.0,0.0,False,C,20.0,15.0,0.0,4.8,0.0,72.0,0.0
2018-01-11,Toronto Raptors,Alfonzo McKinnie,placed on IL with swollen right knee,,,regular,2017.0,40,,knee,knee,,38.0,0.0,False,SF,25.0,14.0,0.0,3.8,0.0,53.2,0.0
2018-01-12,Phoenix Suns,Marquese Chriss,placed on IL with strained right hip flexor,,,regular,2017.0,43,,hip,upper leg,,33.0,0.0,False,PF,20.0,72.0,49.0,21.2,82.0,1526.4,1746.6
2018-01-12,Phoenix Suns,Josh Jackson,placed on IL with strained right hip,,,regular,2017.0,43,,hip,upper leg,,38.0,0.0,False,SF,20.0,77.0,35.0,25.4,0.0,1955.8,0.0
2018-01-12,Golden State Warriors,Omri Casspi,placed on IL with sore lower back,,,regular,2017.0,43,,back,torso,,37.0,0.0,False,SF,29.0,53.0,7.0,14.0,286.0,742.0,5723.099999999999
2018-01-12,New York Knicks,Ramon Sessions,placed on IL,,,regular,2017.0,42,,roaster move,healthy inactive,,40.0,6.0,False,PG,31.0,28.0,3.0,14.0,350.0,392.0,7752.200000000001
2018-01-12,New York Knicks,Damyean Dotson,placed on IL,,,regular,2017.0,42,,roaster move,healthy inactive,,33.0,0.0,False,SG,23.0,44.0,2.0,10.8,0.0,475.2000000000001,0.0
2018-01-12,Atlanta Hawks,Marco Belinelli,placed on IL with sprained left ankle,,,regular,2017.0,42,,ankle,lower leg,,39.0,0.0,False,SG,31.0,80.0,2.0,24.3,399.0,1944.0,9534.9
2018-01-13,San Antonio Spurs,Darrun Hilliard,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,33.0,0.0,False,SG,24.0,14.0,0.0,6.8,77.0,95.2,766.0
2018-01-13,San Antonio Spurs,Brandon Paul,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,37.0,0.0,False,SG,26.0,64.0,2.0,9.0,0.0,576.0,0.0
2018-01-13,Detroit Pistons,Stanley Johnson,placed on IL with hip injury,,,regular,2017.0,41,,hip,upper leg,,38.0,0.0,False,SF,21.0,69.0,50.0,27.4,154.0,1890.6,3138.100000000001
2018-01-13,Dallas Mavericks,Jalen Jones,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,35.0,0.0,False,SF,24.0,16.0,0.0,11.3,0.0,180.8,0.0
2018-01-13,Denver Nuggets,Torrey Craig,placed on IL,,,regular,2017.0,43,,roaster move,healthy inactive,,38.0,0.0,False,SF,27.0,39.0,5.0,16.1,0.0,627.9000000000001,0.0
2018-01-13,Los Angeles Lakers,Thomas Bryant,placed on IL,,,regular,2017.0,42,,roaster move,healthy inactive,,36.0,0.0,False,C,20.0,15.0,0.0,4.8,0.0,72.0,0.0
2018-01-13,Sacramento Kings,Malachi Richardson,placed on IL,,,regular,2017.0,42,,roaster move,healthy inactive,,38.0,0.0,False,SG,22.0,26.0,4.0,12.5,22.0,325.0,198.0
2018-01-13,Los Angeles Clippers,CJ Williams,placed on IL,,,regular,2017.0,42,,roaster move,healthy inactive,,22.0,0.0,False,Unknown,,,,,,,
2018-01-13,Golden State Warriors,Quinn Cook,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,30.0,0.0,False,PG,24.0,33.0,18.0,22.4,14.0,739.1999999999999,187.6
2018-01-14,Phoenix Suns,TJ Warren,placed on IL with sore lower back,,,regular,2017.0,44,,back,torso,,36.0,0.0,False,Unknown,,,,,,,
2018-01-14,Indiana Pacers,Ben Moore,placed on IL,,,regular,2017.0,43,,roaster move,healthy inactive,,34.0,0.0,False,PF,22.0,2.0,0.0,4.5,0.0,9.0,0.0
2018-01-14,New York Knicks,Ron Baker,placed on IL,,,regular,2017.0,43,,roaster move,healthy inactive,,38.0,0.0,False,SG,24.0,29.0,1.0,13.3,52.0,385.7000000000001,858.0
2018-01-15,Atlanta Hawks,Andrew White,placed on IL,,,regular,2017.0,43,,roaster move,healthy inactive,,23.0,0.0,False,SF,24.0,15.0,0.0,13.9,0.0,208.5,0.0
2018-01-15,San Antonio Spurs,Matt Costello,placed on IL,,,regular,2017.0,45,,roaster move,healthy inactive,,19.0,0.0,False,C,24.0,4.0,0.0,8.0,0.0,32.0,0.0
2018-01-15,New York Knicks,Tim Hardaway,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,37.0,0.0,False,Unknown,,,,,,,
2018-01-15,Utah Jazz,Thabo Sefolosha,placed on IL with surgery on right knee (out for season),,,regular,2017.0,43,,knee,knee,,26.0,0.0,False,SF,33.0,38.0,6.0,21.2,371.0,805.6,8887.500000000002
2018-01-15,Utah Jazz,Georges Niang,placed on IL,,,regular,2017.0,43,,roaster move,healthy inactive,,32.0,0.0,False,PF,24.0,9.0,0.0,3.6,23.0,32.4,92.0
2018-01-16,Phoenix Suns,Danuel House,placed on IL with flu,,,regular,2017.0,45,,sick,sick,,36.0,0.0,False,Unknown,,,,,,,
2018-01-16,Boston Celtics,Abdel Nader,placed on IL with illness/flu,,,regular,2017.0,45,,sick,sick,,36.0,0.0,False,SF,24.0,48.0,1.0,10.9,0.0,523.2,0.0
2018-01-16,Denver Nuggets,Juancho Hernangomez,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,37.0,0.0,False,PF,22.0,25.0,3.0,11.1,62.0,277.5,843.1999999999998
2018-01-17,Nets,James Webb,placed on IL,,,,,-1,,roaster move,healthy inactive,,,,,Unknown,,,,,,,
2018-01-17,Golden State Warriors,Draymond Green,placed on IL with sore right shoulder,,,regular,2017.0,46,,shoulder,torso,,35.0,0.0,False,PF,27.0,70.0,70.0,32.7,477.0,2289.0,13330.2
2018-01-17,Golden State Warriors,Andre Iguodala,placed on IL with bruised left calf,,,regular,2017.0,46,,calf,lower leg,,34.0,0.0,False,SF,34.0,64.0,7.0,25.3,435.0,1619.2,12928.5
2018-01-17,Oklahoma City Thunder,Kyle Singler,placed on IL,,,regular,2017.0,45,,roaster move,healthy inactive,,32.0,0.0,False,SF,29.0,12.0,0.0,4.9,351.0,58.8,7801.2
2018-01-17,San Antonio Spurs,Kawhi Leonard,placed on IL recovering from right quadriceps injury (out for season),,,regular,2017.0,46,,quad,upper leg,,78.0,0.0,False,SF,26.0,9.0,9.0,23.3,407.0,209.7,13149.6
2018-01-17,Toronto Raptors,Fred VanVleet,placed on IL with bruised right knee,,,regular,2017.0,43,,knee,knee,,37.0,0.0,False,PG,23.0,76.0,0.0,20.0,44.0,1520.0,321.0
2018-01-17,Denver Nuggets,Jamal Murray,placed on IL with concussion,,,regular,2017.0,45,,head,head,,36.0,0.0,False,PG,20.0,81.0,80.0,31.7,82.0,2567.7,1763.0
2018-01-17,Nets,Milton Doyle,placed on IL,,,,,-1,,roaster move,healthy inactive,,,,,Unknown,,,,,,,
2018-01-17,New York Knicks,Joakim Noah,placed on IL,,,regular,2017.0,45,,roaster move,healthy inactive,,34.0,0.0,False,C,32.0,7.0,0.0,5.7,317.0,39.9,9968.7
2018-01-17,Sacramento Kings,Skal Labissiere,placed on IL with strained left shoulder,,,regular,2017.0,44,,shoulder,torso,,37.0,0.0,False,PF,21.0,60.0,28.0,20.7,33.0,1242.0,610.5
2018-01-17,Miami Heat,Tyler Johnson,placed on IL with sprained left ankle,,,regular,2017.0,44,,ankle,lower leg,,33.0,0.0,False,PG,25.0,72.0,39.0,28.5,146.0,2052.0,3702.0
2018-01-17,Memphis Grizzlies,Myke Henry,placed on IL,,,regular,2017.0,43,,roaster move,healthy inactive,,38.0,0.0,False,SF,25.0,20.0,0.0,18.9,0.0,378.0,0.0
2018-01-17,Memphis Grizzlies,Kobi Simmons,placed on IL,,,regular,2017.0,43,,roaster move,healthy inactive,,35.0,0.0,False,PG,20.0,32.0,12.0,20.1,0.0,643.2,0.0
2018-01-17,Memphis Grizzlies,Brandan Wright,placed on IL with illness,,,regular,2017.0,43,,sick,sick,,38.0,0.0,False,PF,30.0,28.0,1.0,13.6,245.0,380.8,4440.700000000001
2018-01-17,Los Angeles Lakers,Lonzo Ball,placed on IL with sore/sprained left knee,,,regular,2017.0,44,,knee,knee,,24.0,0.0,False,PG,20.0,52.0,50.0,34.2,0.0,1778.4,0.0
2018-01-18,Houston Rockets,Markel Brown,placed on IL,,,regular,2017.0,43,,roaster move,healthy inactive,,33.0,0.0,False,SG,26.0,4.0,0.0,7.8,111.0,31.2,1769.8000000000002
2018-01-18,Houston Rockets,Chinanu Onuaku,placed on IL with sinus surgery,,,regular,2017.0,43,,other,other,,36.0,0.0,False,C,21.0,1.0,0.0,22.0,5.0,22.0,52.0
2018-01-18,Boston Celtics,Kyrie Irving,placed on IL with sore left shoulder,,,regular,2017.0,46,,shoulder,torso,,35.0,0.0,False,PG,25.0,60.0,60.0,32.2,382.0,1932.0,13365.6
2018-01-18,Boston Celtics,Guerschon Yabusele,placed on IL with illness,,,regular,2017.0,46,,sick,sick,,34.0,0.0,False,PF,22.0,33.0,4.0,7.1,0.0,234.3,0.0
2018-01-18,Cleveland Cavaliers,Ante Zizic,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,29.0,0.0,False,C,21.0,32.0,2.0,6.7,0.0,214.4,0.0
2018-01-18,Philadelphia 76ers,Richaun Holmes,placed on IL with gastroenteritis,,,regular,2017.0,41,,sick,sick,,40.0,0.0,False,C,24.0,48.0,2.0,15.5,108.0,744.0,1895.1
2018-01-18,Philadelphia 76ers,Demetrius Jackson,placed on IL with strained left adductor,,,regular,2017.0,41,,hip,upper leg,,23.0,0.0,False,PG,23.0,15.0,0.0,5.3,5.0,79.5,17.0
2018-01-19,Phoenix Suns,Davon Reed,placed on IL,,,regular,2017.0,46,,roaster move,healthy inactive,,31.0,0.0,False,SG,22.0,21.0,1.0,11.5,0.0,241.5,0.0
2018-01-19,Toronto Raptors,Malcolm Miller,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,23.0,0.0,False,SF,24.0,15.0,4.0,8.4,0.0,126.0,0.0
2018-01-19,Toronto Raptors,Lorenzo Brown,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,33.0,0.0,False,PG,27.0,14.0,0.0,9.9,63.0,138.6,832.4999999999999
2018-01-19,Detroit Pistons,Reggie Hearn,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,30.0,0.0,False,SG,26.0,3.0,0.0,2.3,0.0,6.8999999999999995,0.0
2018-01-19,Detroit Pistons,Kahlil Felder,placed on IL,,,regular,2017.0,44,,roaster move,healthy inactive,,30.0,0.0,False,Unknown,,,,,,,
2018-01-19,Memphis Grizzlies,James Ennis,placed on IL with right calf injury,,,regular,2017.0,44,,calf,lower leg,,37.0,0.0,False,Unknown,,,,,,,
2018-01-19,Denver Nuggets,Juancho Hernangomez,placed on IL,,,regular,2017.0,46,,roaster move,healthy inactive,,35.0,0.0,False,PF,22.0,25.0,3.0,11.1,62.0,277.5,843.1999999999998
2018-01-19,Los Angeles Lakers,Kentavious Caldwell-Pope,placed on IL with strained right Achilles,,,regular,2017.0,45,,achilles,lower leg,,35.0,0.0,False,SG,24.0,74.0,74.0,33.2,318.0,2456.8,9648.2
2018-01-19,Utah Jazz,Tony Bradley,placed on IL,,,regular,2017.0,45,,roaster move,healthy inactive,,17.0,0.0,False,C,20.0,9.0,0.0,3.2,0.0,28.8,0.0
2018-01-20,Golden State Warriors,Jordan Bell,placed on IL with left ankle inflammation,,,regular,2017.0,47,,ankle,lower leg,,21.0,0.0,False,C,23.0,57.0,13.0,14.2,0.0,809.4,0.0
2018-01-20,Atlanta Hawks,Isaiah Taylor,placed on IL,,,regular,2017.0,45,,roaster move,healthy inactive,,36.0,0.0,False,PG,23.0,67.0,9.0,17.4,7.0,1165.8,61.90000000000009
2018-01-20,Atlanta Hawks,Tyler Cavanaugh,placed on IL,,,regular,2017.0,45,,roaster move,healthy inactive,,14.0,0.0,False,PF,23.0,39.0,1.0,13.3,0.0,518.7,0.0
2018-01-20,Memphis Grizzlies,Brandan Wright,placed on IL with illness,,,regular,2017.0,45,,sick,sick,,36.0,0.0,False,PF,30.0,28.0,1.0,13.6,245.0,380.8,4440.700000000001
2018-01-20,Chicago Bulls,Kris Dunn,placed on IL with concussion,,,regular,2017.0,46,,head,head,,25.0,0.0,False,PG,23.0,52.0,43.0,29.3,78.0,1523.6,1333.8000000000004
2018-01-20,Milwaukee Bucks,Giannis Antetokounmpo,placed on IL with sore right knee,,,regular,2017.0,45,,knee,knee,,35.0,0.0,False,PF,23.0,75.0,75.0,36.7,330.0,2752.5,10553.6
2018-01-20,Philadelphia 76ers,Jerryd Bayless,placed on IL with sore left wrist,,,regular,2017.0,42,,wrist,arm,,34.0,0.0,False,SG,29.0,39.0,11.0,23.7,305.0,924.3,7183.300000000001
2018-01-20,Philadelphia 76ers,JJ Redick,placed on IL with left fibula injury (DTD),,,regular,2017.0,42,,fibula,lower leg,,34.0,0.0,False,SG,33.0,70.0,70.0,30.2,388.0,2114.0,11408.4
2018-01-21,Los Angeles Lakers,Gary Payton,placed on IL,,,regular,2017.0,46,,roaster move,healthy inactive,,28.0,0.0,False,Unknown,,,,,,,
2018-01-21,Boston Celtics,Jarell Eddie,placed on IL,,,regular,2017.0,47,,roaster move,healthy inactive,,34.0,0.0,False,SF,26.0,3.0,0.0,3.0,31.0,9.0,210.2
2018-01-21,Boston Celtics,Kadeem Allen,placed on IL,,,regular,2017.0,47,,roaster move,healthy inactive,,30.0,0.0,False,PG,25.0,18.0,1.0,5.9,0.0,106.2,0.0
2018-01-22,Denver Nuggets,Kenneth Faried,placed on IL with sore left ankle,,,regular,2017.0,47,,ankle,lower leg,,34.0,0.0,False,PF,28.0,32.0,7.0,14.4,368.0,460.8,9642.3
2018-01-22,Dallas Mavericks,Devin Harris,placed on IL with concussion,,,regular,2017.0,47,,head,head,,31.0,0.0,False,PG,34.0,71.0,1.0,18.9,325.0,1341.9,6889.4
2018-01-22,Atlanta Hawks,Josh Magette,placed on IL,,,regular,2017.0,46,,roaster move,healthy inactive,,21.0,0.0,False,PG,28.0,18.0,0.0,12.0,0.0,216.0,0.0
2018-01-22,Memphis Grizzlies,JaMychal Green,placed on IL with right ankle injury,,,regular,2017.0,46,,ankle,lower leg,,31.0,0.0,False,PF,27.0,55.0,54.0,28.0,194.0,1540.0,3906.5
2018-01-22,Milwaukee Bucks,Xavier Munford,placed on IL,,,regular,2017.0,46,,roaster move,healthy inactive,,32.0,0.0,False,SG,25.0,6.0,0.0,3.5,18.0,21.0,332.79999999999995
2018-01-23,San Antonio Spurs,Derrick White,placed on IL,,,regular,2017.0,49,,roaster move,healthy inactive,,26.0,0.0,False,PG,23.0,17.0,0.0,8.2,0.0,139.39999999999998,0.0
2018-01-23,Los Angeles Lakers,Nigel Hayes,placed on IL,,,regular,2017.0,47,,roaster move,healthy inactive,,33.0,0.0,False,SF,23.0,9.0,0.0,13.6,0.0,122.4,0.0
2018-01-23,New York Knicks,Kyle OQuinn,placed on IL with bruised left calf,,,regular,2017.0,48,,calf,lower leg,,32.0,0.0,False,Unknown,,,,,,,
2018-01-23,Boston Celtics,Guerschon Yabusele,placed on IL,,,regular,2017.0,48,,roaster move,healthy inactive,,30.0,0.0,False,PF,22.0,33.0,4.0,7.1,0.0,234.3,0.0
2018-01-23,Cleveland Cavaliers,Channing Frye,placed on IL with strained abdominal,,,regular,2017.0,46,,abdominal,torso,,35.0,0.0,False,C,34.0,53.0,1.0,13.1,330.0,694.3,7165.4
2018-01-24,Memphis Grizzlies,Tyreke Evans,placed on IL with illness,,,regular,2017.0,47,,sick,sick,,34.0,0.0,False,PG,28.0,52.0,32.0,30.9,285.0,1606.8,8417.5
2018-01-24,Dallas Mavericks,Jalen Jones,placed on IL,,,regular,2017.0,48,,roaster move,healthy inactive,,28.0,0.0,False,SF,24.0,16.0,0.0,11.3,0.0,180.8,0.0
2018-01-25,New York Knicks,Tim Hardaway,placed on IL,,,regular,2017.0,49,,roaster move,healthy inactive,,45.0,0.0,False,Unknown,,,,,,,
2018-01-26,Memphis Grizzlies,Kobi Simmons,placed on IL,,,regular,2017.0,48,,roaster move,healthy inactive,,24.0,0.0,False,PG,20.0,32.0,12.0,20.1,0.0,643.2,0.0
2018-01-26,Milwaukee Bucks,Malcolm Brogdon,placed on IL with sore right calf,,,regular,2017.0,47,,calf,lower leg,,33.0,0.0,False,PG,25.0,48.0,20.0,29.9,81.0,1435.1999999999998,2163.0
2018-01-26,Los Angeles Clippers,Jawun Evans,placed on IL with sore lower abdominal,,,regular,2017.0,48,,abdominal,torso,,18.0,0.0,False,PG,21.0,48.0,4.0,16.2,0.0,777.5999999999999,0.0
2018-01-26,Indiana Pacers,TJ Leaf,placed on IL with sprained right ankle,,,regular,2017.0,49,,ankle,lower leg,,31.0,0.0,False,Unknown,,,,,,,
2018-01-26,Phoenix Suns,Alex Len,placed on IL with sore right ankle,,,regular,2017.0,49,,ankle,lower leg,,31.0,0.0,False,C,24.0,69.0,13.0,20.2,266.0,1393.8,5259.700000000001
2018-01-27,Golden State Warriors,Patrick McCaw,placed on IL with strained back,,,regular,2017.0,50,,back,torso,,31.0,0.0,False,SG,22.0,57.0,10.0,16.9,86.0,963.3,1253.5999999999997
2018-01-27,Washington Wizards,John Wall,placed on IL with sore left knee,,,regular,2017.0,49,,knee,knee,,6.0,0.0,False,PG,27.0,41.0,41.0,34.4,396.0,1410.4,14241.8
2018-01-27,Nets,Rondae Hollis-Jefferson,placed on IL with strained right groin,,,,,-1,,groin,upper leg,,,,,Unknown,,,,,,,
2018-01-27,Nets,DAngelo Russell,placed on IL for rest,,,,,-1,,rest,rest,,,,,Unknown,,,,,,,
2018-01-27,Boston Celtics,Marcus Smart,placed on IL with right hand injury,,,regular,2017.0,50,,hand,hand,,22.0,0.0,False,SG,23.0,54.0,11.0,29.9,235.0,1614.6,6697.299999999999
2018-01-28,Sacramento Kings,Skal Labissiere,placed on IL with strained left shoulder,,,regular,2017.0,49,,shoulder,torso,,24.0,0.0,False,PF,21.0,60.0,28.0,20.7,33.0,1242.0,610.5
2018-01-28,Sacramento Kings,Willie Cauley-Stein,placed on IL with bruised right knee,,,regular,2017.0,49,,knee,knee,,31.0,0.0,False,C,24.0,73.0,58.0,28.0,141.0,2044.0,2829.8999999999996
2018-01-28,Los Angeles Lakers,Ivica Zubac,placed on IL,,,regular,2017.0,49,,roaster move,healthy inactive,,29.0,0.0,False,C,20.0,43.0,0.0,9.5,38.0,408.5,608.0
2018-01-28,Los Angeles Lakers,Thomas Bryant,placed on IL,,,regular,2017.0,49,,roaster move,healthy inactive,,28.0,0.0,False,C,20.0,15.0,0.0,4.8,0.0,72.0,0.0
2018-01-28,Oklahoma City Thunder,Andre Roberson,placed on IL recovering from surgery on left knee to repair torn patellar tendon (out for season),,,regular,2017.0,50,,knee,knee,,12.0,0.0,False,SG,26.0,39.0,39.0,26.6,281.0,1037.4,6283.9
2018-01-29,Phoenix Suns,Devin Booker,placed on IL with bruised right rib,,,regular,2017.0,51,,ribs,torso,,30.0,0.0,False,SG,21.0,54.0,54.0,34.5,154.0,1863.0,4835.2
2018-01-29,Phoenix Suns,Marquese Chriss,placed on IL with sprained left ankle,,,regular,2017.0,51,,ankle,lower leg,,30.0,0.0,False,PF,20.0,72.0,49.0,21.2,82.0,1526.4,1746.6
2018-01-29,Indiana Pacers,Ben Moore,placed on IL,,,regular,2017.0,51,,roaster move,healthy inactive,,27.0,0.0,False,PF,22.0,2.0,0.0,4.5,0.0,9.0,0.0
2018-01-29,Phoenix Suns,Danuel House,placed on IL,,,regular,2017.0,51,,roaster move,healthy inactive,,30.0,0.0,False,Unknown,,,,,,,
2018-01-29,Memphis Grizzlies,James Ennis,placed on IL with right calf injury,,,regular,2017.0,49,,calf,lower leg,,31.0,0.0,False,Unknown,,,,,,,
2018-01-29,Denver Nuggets,Wilson Chandler,placed on IL with illness,,,regular,2017.0,50,,sick,sick,,30.0,0.0,False,SF,30.0,74.0,71.0,31.7,260.0,2345.7999999999997,7879.199999999999
2018-01-29,Dallas Mavericks,Jose Juan,placed on IL with strained left oblique,,,regular,2017.0,51,,abdominal,torso,,29.0,0.0,False,Unknown,,,,,,,
2018-01-29,Dallas Mavericks,Johnathan Motley,placed on IL,,,regular,2017.0,51,,roaster move,healthy inactive,,29.0,0.0,False,PF,22.0,11.0,4.0,16.0,0.0,176.0,0.0
2018-01-29,Philadelphia 76ers,Joel Embiid,placed on IL for rest,,,regular,2017.0,47,,rest,rest,,34.0,0.0,False,C,23.0,63.0,63.0,30.3,31.0,1908.9,787.4000000000001
2018-01-30,Houston Rockets,Troy Williams,placed on IL,,,regular,2017.0,49,,roaster move,healthy inactive,,32.0,0.0,False,SF,23.0,21.0,1.0,14.6,35.0,306.59999999999997,577.0
2018-01-30,Houston Rockets,Trevor Ariza,placed on IL with sprained left hamstring,,,regular,2017.0,49,,hamstring,upper leg,,24.0,0.0,False,SF,32.0,67.0,67.0,33.9,420.0,2271.2999999999997,14416.3
2018-01-30,Golden State Warriors,Damian Jones,placed on IL with flu,,,regular,2017.0,51,,sick,sick,,30.0,0.0,False,C,22.0,15.0,0.0,5.9,14.0,88.5,106.2
2018-01-30,New Orleans Pelicans,DeMarcus Cousins,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season),,,regular,2017.0,50,,achilles,lower leg,,36.0,0.0,False,C,27.0,48.0,48.0,36.2,342.0,1737.6,11311.2
2018-01-30,Houston Rockets,RJ Hunter,placed on IL,,,regular,2017.0,49,,roaster move,healthy inactive,,8.0,0.0,False,Unknown,,,,,,,
2018-01-30,Golden State Warriors,Kevon Looney,placed on IL with flu,,,regular,2017.0,51,,sick,sick,,30.0,0.0,False,C,21.0,66.0,4.0,13.8,58.0,910.8,466.19999999999993
2018-01-30,Cleveland Cavaliers,Cedi Osman,placed on IL,,,regular,2017.0,49,,roaster move,healthy inactive,,32.0,0.0,False,SF,22.0,61.0,12.0,11.0,0.0,671.0,0.0
2018-01-30,Denver Nuggets,Mason Plumlee,placed on IL with strained right calf,,,regular,2017.0,51,,calf,lower leg,,23.0,0.0,False,C,27.0,74.0,26.0,19.4,342.0,1435.6,7718.9
2018-01-30,Nets,Caris LeVert,placed on IL with sore left groin,,,,,-1,,groin,upper leg,,,,,Unknown,,,,,,,
2018-01-30,Los Angeles Clippers,Avery Bradley,placed on IL with sore right groin/hamstring,,,regular,2017.0,50,,hamstring,upper leg,,31.0,0.0,False,SG,27.0,46.0,46.0,31.2,347.0,1435.2,11091.3
2018-01-30,Toronto Raptors,CJ Miles,placed on IL with sore right knee,,,regular,2017.0,49,,knee,knee,,30.0,0.0,False,Unknown,,,,,,,
2018-01-31,Charlotte Hornets,Marvin Williams,placed on IL with sprained left ankle,,,regular,2017.0,50,,ankle,lower leg,,28.0,0.0,False,PF,31.0,78.0,78.0,25.7,381.0,2004.6,10306.6
2018-01-31,New York Knicks,Ron Baker,placed on IL with dislocated right shoulder (out for season),,,regular,2017.0,52,,shoulder,torso,,30.0,0.0,False,SG,24.0,29.0,1.0,13.3,52.0,385.7000000000001,858.0
2018-01-31,Phoenix Suns,Alex Len,placed on IL with sore right ankle,,,regular,2017.0,52,,ankle,lower leg,,28.0,0.0,False,C,24.0,69.0,13.0,20.2,266.0,1393.8,5259.700000000001
2018-01-31,Phoenix Suns,Greg Monroe,placed on IL,,,regular,2017.0,52,,roaster move,healthy inactive,,30.0,0.0,False,C,27.0,51.0,14.0,20.4,398.0,1040.4,11796.0
2018-01-31,Cleveland Cavaliers,Kevin Love,placed on IL with fractured left hand,,,regular,2017.0,50,,hand,hand,,12.0,0.0,False,C,29.0,59.0,59.0,28.0,349.0,1652.0,11556.0
2018-01-31,Chicago Bulls,Nikola Mirotic,placed on IL,,,regular,2017.0,51,,roaster move,healthy inactive,,68.0,0.0,False,PF,26.0,55.0,14.0,27.2,235.0,1496.0,5305.7
2018-01-31,Philadelphia 76ers,Larry Drew,placed on IL,,,regular,2017.0,48,,roaster move,healthy inactive,,34.0,0.0,False,Unknown,,,,,,,
2018-01-31,Boston Celtics,Kyrie Irving,placed on IL with bruised right quadriceps,,,regular,2017.0,52,,quad,upper leg,,27.0,0.0,False,PG,25.0,60.0,60.0,32.2,382.0,1932.0,13365.6
2018-02-01,Houston Rockets,Eric Gordon,placed on IL with sore lower back,,,regular,2017.0,50,,back,torso,,30.0,0.0,False,SG,29.0,69.0,30.0,31.2,302.0,2152.7999999999997,9643.9
2018-02-01,Memphis Grizzlies,Mario Chalmers,placed on IL with left hamstring injury,,,regular,2017.0,51,,hamstring,upper leg,,30.0,0.0,False,PG,31.0,66.0,10.0,21.5,334.0,1419.0,9174.1
2018-02-01,Milwaukee Bucks,Eric Bledsoe,placed on IL with sore left ankle,,,regular,2017.0,50,,ankle,lower leg,,31.0,0.0,False,PG,28.0,74.0,74.0,31.4,303.0,2323.6,9103.1
