Date,Team,Acquired,Relinquished,Notes
2021-10-26,Philadelphia 76ers,Andre Drummond,,returned to lineup
2021-10-27,Atlanta Hawks,Danilo Gallinari,,returned to lineup
2021-10-27,Washington Wizards,,Raulzinho Neto,left shoulder injury (DTD)
2021-10-28,Dallas Mavericks,,Boban Marjanovic,tightness in lower back (DTD)
2021-10-28,Dallas Mavericks,,Trey Burke,NBA health and safety protocols (DTD)
2021-10-28,Detroit Pistons,Chris Smith,,returned to lineup
2021-10-28,Detroit Pistons,Jerami Grant,,returned to lineup
2021-10-28,Washington Wizards,Raulzinho Neto,,returned to lineup
2021-10-29,Boston Celtics,,Marcus Smart,illness (DTD)
2021-10-29,Los Angeles Lakers,LeBron James,,returned to lineup
2021-10-29,Dallas Mavericks,Boban Marjanovic,,returned to lineup
2021-10-29,Dallas Mavericks,Trey Burke,,returned to lineup
2021-10-29,New Orleans Pelicans,,Garrett Temple,sprained left ankle (DTD)
2021-10-29,New Orleans Pelicans,Josh Hart,,returned to lineup
2021-10-30,Orlando Magic,Chuma Okeke,,returned to lineup
2021-10-30,Golden State Warriors,Jonathan Kuminga,,returned to lineup
2021-10-30,Utah Jazz,Miye Oni,,returned to lineup
2021-10-31,Milwaukee Bucks,,Khris Middleton,illness (DTD)
2021-10-31,Boston Celtics,Marcus Smart,,returned to lineup
2021-10-31,Los Angeles Lakers,,Dwight Howard,stiff neck (DTD)
2021-11-01,Minnesota Timberwolves,,Patrick Beverley,left calf injury (DTD)
2021-11-01,Philadelphia 76ers,,Tobias Harris,NBA health and safety protocols (DTD)
2021-11-01,Indiana Pacers,,Jeremy Lamb,sprained left ankle (DTD)
2021-11-01,Oklahoma City Thunder,,Gabriel Deck,bruised left heel (DTD)
2021-11-01,Oklahoma City Thunder,,Luguentz Dort,bruised right shoulder (DTD)
2021-11-02,Miami Heat,,KZ Okpala,sprained right ankle (DTD)
2021-11-02,New Orleans Pelicans,Garrett Temple,,returned to lineup
2021-11-02,Houston Rockets,,Daniel Theis,right big toe injury (DTD)
2021-11-02,Houston Rockets,,Eric Gordon,nausea (DTD)
2021-11-02,Phoenix Suns,,Deandre Ayton,right leg injury (DTD)
2021-11-03,Minnesota Timberwolves,Patrick Beverley,,returned to lineup
2021-11-04,Phoenix Suns,Deandre Ayton,,returned to lineup
2021-11-04,Oklahoma City Thunder,Luguentz Dort,,returned to lineup
2021-11-04,Houston Rockets,Eric Gordon,,returned to lineup
2021-11-04,Los Angeles Lakers,Dwight Howard,,returned to lineup
2021-11-04,Utah Jazz,,Donovan Mitchell,sprained right ankle (DTD)
2021-11-04,Philadelphia 76ers,,Furkan Korkmaz,sore right wrist (DTD)
2021-11-04,Los Angeles Lakers,Wayne Ellington,,returned to lineup
2021-11-05,Milwaukee Bucks,Jrue Holiday,,returned to lineup
2021-11-06,Philadelphia 76ers,Furkan Korkmaz,,returned to lineup
2021-11-06,Boston Celtics,,Romeo Langford,illness (DTD)
2021-11-06,Los Angeles Clippers,Serge Ibaka,,returned to lineup
2021-11-06,Miami Heat,KZ Okpala,,returned to lineup
2021-11-06,Utah Jazz,Donovan Mitchell,,returned to lineup
2021-11-06,Houston Rockets,Daniel Theis,,returned to lineup
2021-11-06,Phoenix Suns,,Deandre Ayton,right leg injury (DTD)
2021-11-06,Phoenix Suns,Cameron Payne,,returned to lineup
2021-11-06,Washington Wizards,Anthony Gill,,returned to lineup
2021-11-07,Sacramento Kings,,Robert Woodard,left hamstring injury (DTD)
2021-11-07,Oklahoma City Thunder,Gabriel Deck,,returned to lineup
2021-11-07,Indiana Pacers,Jeremy Lamb,,returned to lineup
2021-11-07,Nets,,James Johnson,sore left knee (DTD)
2021-11-08,Cleveland Cavaliers,,Collin Sexton,torn meniscus in left knee (out indefinitely)
2021-11-08,Memphis Grizzlies,,Yves Pons,sore left ankle (DTD)
2021-11-08,Memphis Grizzlies,,Ziaire Williams,sore right wrist (DTD)
2021-11-08,Nets,James Johnson,,returned to lineup
2021-11-09,Philadelphia 76ers,,Seth Curry,bruised left foot (DTD)
2021-11-09,Boston Celtics,,Brodric Thomas,sprained left shoulder (DTD)
2021-11-09,Boston Celtics,Romeo Langford,,returned to lineup
2021-11-09,Atlanta Hawks,,Bogdan Bogdanovic,sore right ankle (DTD)
2021-11-09,Atlanta Hawks,,DeAndre Hunter,right wrist injury (DTD)
2021-11-09,Sacramento Kings,Robert Woodard,,returned to lineup
2021-11-10,New Orleans Pelicans,,Naji Marshall,sore right knee (DTD)
2021-11-10,Los Angeles Lakers,,Rajon Rondo,strained left hamstring (DTD)
2021-11-10,Phoenix Suns,,Landry Shamet,bruised right foot (DTD)
2021-11-10,Memphis Grizzlies,Ziaire Williams,,returned to lineup
2021-11-10,Los Angeles Lakers,,Austin Reaves,strained left hamstring (DTD)
2021-11-10,Washington Wizards,Cassius Winston,,returned to lineup
2021-11-11,Memphis Grizzlies,Yves Pons,,returned to lineup
2021-11-11,Philadelphia 76ers,Seth Curry,,returned to lineup
2021-11-12,Los Angeles Lakers,Rajon Rondo,,returned to lineup
2021-11-12,Phoenix Suns,Landry Shamet,,returned to lineup
2021-11-12,Atlanta Hawks,Bogdan Bogdanovic,,returned to lineup
2021-11-12,Atlanta Hawks,DeAndre Hunter,,returned to lineup
2021-11-12,New Orleans Pelicans,Naji Marshall,,returned to lineup
2021-11-14,Milwaukee Bucks,,George Hill,sore back (DTD)
2021-11-15,Philadelphia 76ers,,Danny Green,left hamstring injury (DTD)
2021-11-15,Cleveland Cavaliers,,Jarrett Allen,illness (DTD)
2021-11-15,Denver Nuggets,,Zeke Nnaji,sprained right ankle (DTD)
2021-11-15,Phoenix Suns,Deandre Ayton,,returned to lineup
2021-11-17,Milwaukee Bucks,George Hill,,returned to lineup
2021-11-18,Los Angeles Clippers,,Nicolas Batum,sore right Achilles (DTD)
2021-11-18,Minnesota Timberwolves,,Naz Reid,sore right foot (DTD)
2021-11-19,Milwaukee Bucks,,Rodney Hood,right hamstring injury (DTD)
2021-11-19,Cleveland Cavaliers,,Collin Sexton,surgery on left knee to repair torn meniscus (out for season)
2021-11-19,Los Angeles Clippers,Nicolas Batum,,returned to lineup
2021-11-19,Golden State Warriors,,Otto Porter,left foot injury (DTD)
2021-11-20,Milwaukee Bucks,Rodney Hood,,returned to lineup
2021-11-20,Orlando Magic,,Cole Anthony,sprained right ankle (DTD)
2021-11-20,Minnesota Timberwolves,Naz Reid,,returned to lineup
2021-11-21,Phoenix Suns,,Abdel Nader,right knee injury (DTD)
2021-11-21,Golden State Warriors,Otto Porter,,returned to lineup
2021-11-21,Los Angeles Clippers,,Nicolas Batum,NBA health and safety protocols (DTD)
2021-11-22,Philadelphia 76ers,,Seth Curry,back injury (DTD)
2021-11-22,Philadelphia 76ers,,Tobias Harris,sore left hip (DTD)
2021-11-22,Orlando Magic,,Gary Harris,sprained right hand (DTD)
2021-11-24,Philadelphia 76ers,Seth Curry,,returned to lineup
2021-11-24,Los Angeles Lakers,,Anthony Davis,flu (DTD)
2021-11-24,Orlando Magic,,Terrence Ross,lower back spasms (DTD)
2021-11-24,Orlando Magic,Gary Harris,,returned to lineup
2021-11-24,Nets,,David Duke,left hip flexor injury (DTD)
2021-11-25,Los Angeles Lakers,Anthony Davis,,returned to lineup
2021-11-26,Los Angeles Lakers,Austin Reaves,,returned to lineup
2021-11-26,Orlando Magic,Terrence Ross,,returned to lineup
2021-11-27,Philadelphia 76ers,,Shake Milton,sore groin (DTD)
2021-11-27,Miami Heat,,Tyler Herro,illness (DTD)
2021-11-27,Orlando Magic,,Mohamed Bamba,lower back spasms (DTD)
2021-11-28,Sacramento Kings,,Maurice Harkless,sore left knee (DTD)
2021-11-29,Oklahoma City Thunder,,Mike Muscala,sore right ankle (DTD)
2021-11-29,Minnesota Timberwolves,,Jarred Vanderbilt,flu (DTD)
2021-11-29,Nets,,Joe Harris,surgery on left ankle (out for season)
2021-11-29,Denver Nuggets,,Michael Porter,surgery on back (out for season)
2021-11-29,Charlotte Hornets,,Cody Martin,illness (DTD)
2021-11-29,Philadelphia 76ers,Shake Milton,,returned to lineup
2021-11-29,Orlando Magic,Mohamed Bamba,,returned to lineup
2021-11-30,Philadelphia 76ers,,Grant Riller,sore right shoulder (DTD)
2021-11-30,Los Angeles Lakers,,Avery Bradley,sprained right thumb (DTD)
2021-11-30,Sacramento Kings,,Robert Woodard,sore left ankle (DTD)
2021-12-01,New Orleans Pelicans,,Josh Hart,sore left knee (DTD)
2021-12-01,Phoenix Suns,,Devin Booker,left hamstring injury (DTD)
2021-12-01,Minnesota Timberwolves,Jarred Vanderbilt,,returned to lineup
2021-12-01,Washington Wizards,,Isaiah Todd,toe injury (DTD)
2021-12-02,Milwaukee Bucks,,Brook Lopez,surgery on back (out indefinitely)
2021-12-02,Milwaukee Bucks,,Giannis Antetokounmpo,right calf injury (DTD)
2021-12-02,New York Knicks,,Jericho Sims,illness (DTD)
2021-12-02,Denver Nuggets,,Bol Bol,NBA health and safety protocols (DTD)
2021-12-02,Oklahoma City Thunder,,Kenrich Williams,sprained right ankle (DTD)
2021-12-03,Minnesota Timberwolves,,Karl-Anthony Towns,tailbone injury (DTD)
2021-12-03,Nets,David Duke,,returned to lineup
2021-12-03,Philadelphia 76ers,,Tobias Harris,illness (DTD)
2021-12-03,Los Angeles Lakers,Avery Bradley,,returned to lineup
2021-12-04,Charlotte Hornets,Cody Martin,,returned to lineup
2021-12-04,New York Knicks,Jericho Sims,,returned to lineup
2021-12-04,Nets,,James Johnson,sore left shoulder (DTD)
2021-12-06,Oklahoma City Thunder,Kenrich Williams,,returned to lineup
2021-12-06,Philadelphia 76ers,Tobias Harris,,returned to lineup
2021-12-06,Miami Heat,,Udonis Haslem,gastrointestinal ailment (DTD)
2021-12-06,Nets,James Johnson,,returned to lineup
2021-12-06,Detroit Pistons,,Cory Joseph,right knee inflammation (DTD)
2021-12-06,Minnesota Timberwolves,Karl-Anthony Towns,,returned to lineup
2021-12-07,Portland Trailblazers,,,collapsed right lung (out indefinitely)
2021-12-07,Indiana Pacers,,TJ McConnell,surgery on right wrist (out indefinitely)
2021-12-08,New York Knicks,,Nerlens Noel,sore lower back (DTD)
2021-12-08,Miami Heat,Udonis Haslem,,returned to lineup
2021-12-08,Detroit Pistons,Cory Joseph,,returned to lineup
2021-12-08,Los Angeles Clippers,,Paul George,right elbow injury (DTD)
2021-12-08,Memphis Grizzlies,,Ja Morant,NBA health and safety protocols (DTD)
2021-12-09,New Orleans Pelicans,,Kira Lewis,torn ACL in right knee (out for season)
2021-12-10,Phoenix Suns,,Deandre Ayton,illness (DTD)
2021-12-10,Los Angeles Lakers,,Anthony Davis,sore left knee (DTD)
2021-12-10,Charlotte Hornets,,PJ Washington,illness (DTD)
2021-12-10,New York Knicks,Nerlens Noel,,returned to lineup
2021-12-10,Charlotte Hornets,,Nick Richards,illness (DTD)
2021-12-12,Charlotte Hornets,Nick Richards,,returned to lineup
2021-12-13,Philadelphia 76ers,,Joel Embiid,sore ribs (DTD)
2021-12-13,Philadelphia 76ers,,Seth Curry,sore right shoulder (DTD)
2021-12-13,Charlotte Hornets,PJ Washington,,returned to lineup
2021-12-13,Golden State Warriors,,Andre Iguodala,right knee injury (DTD)
2021-12-14,Golden State Warriors,Andre Iguodala,,returned to lineup
2021-12-14,Golden State Warriors,,Otto Porter,left foot injury (DTD)
2021-12-14,Phoenix Suns,Deandre Ayton,,returned to lineup
2021-12-14,Toronto Raptors,,Dalano Banton,illness (DTD)
2021-12-14,Nets,,DeAndre Bembry,NBA health and safety protocols (DTD)
2021-12-14,Nets,,Bruce Brown,NBA health and safety protocols (DTD)
2021-12-14,Los Angeles Clippers,,Serge Ibaka,NBA health and safety protocols (DTD)
2021-12-14,Nets,,Jevon Carter,NBA health and safety protocols (DTD)
2021-12-15,Orlando Magic,,Gary Harris,left hamstring injury (DTD)
2021-12-15,Indiana Pacers,,Torrey Craig,illness (DTD)
2021-12-15,Orlando Magic,,Mohamed Bamba,sprained right ankle (DTD)
2021-12-15,Los Angeles Lakers,Anthony Davis,,returned to lineup
2021-12-15,Portland Trailblazers,,Dennis Smith,right knee injury (DTD)
2021-12-15,Cleveland Cavaliers,,Evan Mobley,right hip injury (DTD)
2021-12-15,Philadelphia 76ers,Seth Curry,,returned to lineup
2021-12-15,Philadelphia 76ers,Joel Embiid,,returned to lineup
2021-12-15,Miami Heat,,Tyler Herro,bruised right quadriceps (DTD)
2021-12-16,Philadelphia 76ers,,Tyrese Maxey,bruised left quadricep (DTD)
2021-12-16,Indiana Pacers,Torrey Craig,,returned to lineup
2021-12-16,Toronto Raptors,Dalano Banton,,returned to lineup
2021-12-17,Milwaukee Bucks,,Thanasis Antetokounmpo,strained right calf (DTD)
2021-12-17,Orlando Magic,,Cole Anthony,sprained right ankle (DTD)
2021-12-17,Orlando Magic,Gary Harris,,returned to lineup
2021-12-17,Nets,,Kevin Durant,sore right ankle (DTD)
2021-12-17,Golden State Warriors,Otto Porter,,returned to lineup
2021-12-18,Orlando Magic,,Wendell Carter,right leg injury (DTD)
2021-12-18,Golden State Warriors,,Andrew Wiggins,sore left knee (DTD)
2021-12-18,Golden State Warriors,,Andre Iguodala,right knee injury (DTD)
2021-12-18,Los Angeles Lakers,,Anthony Davis,sprained MCL in left knee (out indefinitely)
2021-12-18,New York Knicks,,Derrick Rose,sore right ankle (DTD)
2021-12-18,Boston Celtics,,Romeo Langford,neck injury (DTD)
2021-12-18,Milwaukee Bucks,Thanasis Antetokounmpo,,returned to lineup
2021-12-18,New York Knicks,,Miles McBride,NBA health and safety protocols (DTD)
2021-12-19,Cleveland Cavaliers,,Denzel Valentine,NBA health and safety protocols (DTD)
2021-12-19,Los Angeles Clippers,,Isaiah Hartenstein,sprained left ankle (DTD)
2021-12-19,Phoenix Suns,Devin Booker,,returned to lineup
2021-12-19,Golden State Warriors,Andre Iguodala,,returned to lineup
2021-12-19,Philadelphia 76ers,Grant Riller,,returned to lineup
2021-12-20,Boston Celtics,Romeo Langford,,returned to lineup
2021-12-20,Miami Heat,,PJ Tucker,left leg injury (DTD)
2021-12-20,Charlotte Hornets,,Gordon Hayward,back injury (DTD)
2021-12-21,Chicago Bulls,,Devon Dotson,NBA health and safety protocols (DTD)
2021-12-21,Miami Heat,Tyler Herro,,returned to lineup
2021-12-21,Toronto Raptors,,Justin Champagnie,illness (DTD)
2021-12-22,Charlotte Hornets,Gordon Hayward,,returned to lineup
2021-12-22,New Orleans Pelicans,,Jonas Valanciunas,illness (DTD)
2021-12-22,Milwaukee Bucks,,Grayson Allen,illness (DTD)
2021-12-22,Philadelphia 76ers,Tyrese Maxey,,returned to lineup
2021-12-23,Milwaukee Bucks,Grayson Allen,,returned to lineup
2021-12-23,New York Knicks,,Derrick Rose,surgery on right ankle (out for season)
2021-12-23,Orlando Magic,Cole Anthony,,returned to lineup
2021-12-23,Orlando Magic,Wendell Carter,,returned to lineup
2021-12-23,Dallas Mavericks,,Eugene Omoruyi,surgery on right toe (out indefinitely)
2021-12-23,Washington Wizards,Rui Hachimura,,returned to lineup
2021-12-23,Detroit Pistons,,Isaiah Livers,conditioning (DTD)
2021-12-24,Nets,Bruce Brown,,returned to lineup
2021-12-24,Nets,DeAndre Bembry,,returned to lineup
2021-12-25,New York Knicks,,Danuel House,finger injury (DTD)
2021-12-26,Phoenix Suns,,Elfrid Payton,NBA health and safety protocols (DTD)
2021-12-26,Phoenix Suns,,Ishmail Wainright,sore lower back (DTD)
2021-12-28,Denver Nuggets,,Vlatko Cancar,illness (DTD)
2021-12-29,New York Knicks,,Evan Fournier,sore right ankle (DTD)
2021-12-30,Phoenix Suns,Elfrid Payton,,returned to lineup
2021-12-31,New York Knicks,Evan Fournier,,returned to lineup
2021-12-31,New York Knicks,,Kemba Walker,sore left knee (DTD)
2021-12-31,Dallas Mavericks,,Frank Ntilikina,left thigh injury (DTD)
2022-01-01,San Antonio Spurs,,Keita Bates-Diop,right hamstring injury (DTD)
2022-01-01,Denver Nuggets,Vlatko Cancar,,returned to lineup
2022-01-02,Cleveland Cavaliers,,Dylan Windler,sore left knee (DTD)
2022-01-02,Dallas Mavericks,Frank Ntilikina,,returned to lineup
2022-01-04,Cleveland Cavaliers,Dylan Windler,,returned to lineup
2022-01-04,San Antonio Spurs,Keita Bates-Diop,,returned to lineup
2022-01-05,Oklahoma City Thunder,,Derrick Favors,sore lower back (DTD)
2022-01-06,Milwaukee Bucks,,Jrue Holiday,NBA health and safety protocols (DTD)
2022-01-06,New York Knicks,,Ryan Arcidiacono,sprained left ankle (DTD)
2022-01-07,Utah Jazz,,Royce ONeale,patellar tendinitis in right knee (DTD)
2022-01-07,Utah Jazz,,Jordan Clarkson,tightness in lower back (DTD)
2022-01-08,Utah Jazz,,Elijah Hughes,illness (DTD)
2022-01-08,Utah Jazz,Jordan Clarkson,,returned to lineup
2022-01-08,Utah Jazz,Royce ONeale,,returned to lineup
2022-01-08,Orlando Magic,,Wendell Carter,left hamstring injury (DTD)
2022-01-09,Sacramento Kings,,Maurice Harkless,sore right ankle (DTD)
2022-01-10,Sacramento Kings,,Tristan Thompson,right quadricep injury (DTD)
2022-01-10,Sacramento Kings,Maurice Harkless,,returned to lineup
2022-01-10,Phoenix Suns,,Cameron Johnson,sprained left ankle (DTD)
2022-01-11,Detroit Pistons,,Cory Joseph,bruised left knee (DTD)
2022-01-12,Portland Trailblazers,,Damian Lillard,surgery to repair abdominal injury (out for season)
2022-01-12,Utah Jazz,,Danuel House,illness (DTD)
2022-01-13,Portland Trailblazers,,Cody Zeller,right knee injury (DTD)
2022-01-13,Detroit Pistons,Cory Joseph,,returned to lineup
2022-01-13,New York Knicks,Ryan Arcidiacono,,returned to lineup
2022-01-15,Toronto Raptors,,Scottie Barnes,right knee injury (DTD)
2022-01-15,Denver Nuggets,,Austin Rivers,illness (DTD)
2022-01-15,Detroit Pistons,Chris Smith,,returned to lineup
2022-01-15,Utah Jazz,Danuel House,,returned to lineup
2022-01-15,New York Knicks,,Nerlens Noel,sore left knee (DTD)
2022-01-16,Toronto Raptors,Scottie Barnes,,returned to lineup
2022-01-17,Nets,,DeAndre Bembry,back spasms (DTD)
2022-01-17,Phoenix Suns,,Deandre Ayton,sprained right ankle (DTD)
2022-01-17,Phoenix Suns,Cameron Johnson,,returned to lineup
2022-01-18,Denver Nuggets,Austin Rivers,,returned to lineup
2022-01-18,Golden State Warriors,,Andre Iguodala,left hip injury (DTD)
2022-01-19,New York Knicks,,Ryan Arcidiacono,sprained left ankle (DTD)
2022-01-19,Golden State Warriors,Andre Iguodala,,returned to lineup
2022-01-19,Golden State Warriors,,Otto Porter,left foot injury (DTD)
2022-01-19,Oklahoma City Thunder,,Derrick Favors,sore lower back (DTD)
2022-01-19,Detroit Pistons,,Killian Hayes,bruised right hip (DTD)
2022-01-20,Chicago Bulls,,Lonzo Ball,surgery on left knee (out for season)
2022-01-21,Oklahoma City Thunder,Derrick Favors,,returned to lineup
2022-01-21,Golden State Warriors,Otto Porter,,returned to lineup
2022-01-22,Milwaukee Bucks,,Grayson Allen,sore left hip (DTD)
2022-01-22,Chicago Bulls,,Alex Caruso,fractured right wrist (out indefinitely)
2022-01-23,Phoenix Suns,,Jae Crowder,left wrist injury (DTD)
2022-01-23,Denver Nuggets,,NahShon Hyland,illness (DTD)
2022-01-23,Orlando Magic,,Gary Harris,back spasms (DTD)
2022-01-23,Charlotte Hornets,,Gordon Hayward,right foot injury (DTD)
2022-01-23,Orlando Magic,,Terrence Ross,sore right knee (DTD)
2022-01-24,Utah Jazz,,Joe Ingles,sprained right ankle (DTD)
2022-01-24,Utah Jazz,,Royce ONeale,right knee tendinitis (DTD)
2022-01-24,Denver Nuggets,NahShon Hyland,,returned to lineup
2022-01-25,New Orleans Pelicans,,Devonte Graham,sore left ankle (DTD)
2022-01-25,Toronto Raptors,,Scottie Barnes,right wrist injury (DTD)
2022-01-25,Orlando Magic,Terrence Ross,,returned to lineup
2022-01-25,Orlando Magic,Gary Harris,,returned to lineup
2022-01-25,Utah Jazz,Royce ONeale,,returned to lineup
2022-01-25,Utah Jazz,Joe Ingles,,returned to lineup
2022-01-25,Portland Trailblazers,,Cody Zeller,surgery on right knee (out indefinitely)
2022-01-26,Portland Trailblazers,,Dennis Smith,sprained right ankle (DTD)
2022-01-26,Nets,,James Harden,left hamstring injury (DTD)
2022-01-26,Nets,,Nicolas Claxton,left hamstring injury (DTD)
2022-01-26,Toronto Raptors,Scottie Barnes,,returned to lineup
2022-01-26,Houston Rockets,,Usman Garuba,surgery on left wrist (out indefinitely)
2022-01-27,New Orleans Pelicans,Devonte Graham,,returned to lineup
2022-01-28,Nets,Nicolas Claxton,,returned to lineup
2022-01-28,Nets,James Harden,,returned to lineup
2022-01-28,Portland Trailblazers,Dennis Smith,,returned to lineup
2022-01-28,Charlotte Hornets,,Kelly Oubre,sprained left ankle (DTD)
2022-01-28,Los Angeles Lakers,,Malik Monk,left groin injury (DTD)
2022-01-29,Nets,,James Harden,right hand injury (DTD)
2022-01-29,Golden State Warriors,,Nemanja Bjelica,back spasms (DTD)
2022-01-29,New York Knicks,Ryan Arcidiacono,,returned to lineup
2022-01-30,Los Angeles Lakers,Malik Monk,,returned to lineup
2022-01-31,Indiana Pacers,,Oshae Brissett,sore right ankle (DTD)
2022-01-31,Miami Heat,,PJ Tucker,left knee injury (DTD)
2022-01-31,Utah Jazz,,Joe Ingles,torn ACL in left knee (out for season)
2022-02-01,Miami Heat,PJ Tucker,,returned to lineup
2022-02-01,Sacramento Kings,,Terence Davis,surgery on right wrist to repair tendon (out for season)
2022-02-01,Nets,James Harden,,returned to lineup
2022-02-01,Phoenix Suns,Jae Crowder,,returned to lineup
2022-02-02,Utah Jazz,,Hassan Whiteside,strained lower back (DTD)
2022-02-02,Utah Jazz,,Jordan Clarkson,sore right knee (DTD)
2022-02-02,Philadelphia 76ers,,Seth Curry,back spasms (DTD)
2022-02-02,Charlotte Hornets,Kelly Oubre,,returned to lineup
2022-02-03,Detroit Pistons,,Cade Cunningham,right hip pointer (DTD)
2022-02-04,Indiana Pacers,Oshae Brissett,,returned to lineup
2022-02-04,Philadelphia 76ers,Seth Curry,,returned to lineup
2022-02-04,Chicago Bulls,,Coby White,strained right adductor (DTD)
2022-02-04,Utah Jazz,Hassan Whiteside,,returned to lineup
2022-02-04,Dallas Mavericks,,Maximilian Kleber,left knee injury (DTD)
2022-02-04,Nets,,James Harden,tightness in left hamstring (DTD)
2022-02-05,Los Angeles Lakers,,Dwight Howard,back injury (DTD)
2022-02-06,Nets,,Nicolas Claxton,left hamstring injury (DTD)
2022-02-06,Philadelphia 76ers,,Matisse Thybulle,sore right shoulder (DTD)
2022-02-07,Chicago Bulls,Coby White,,returned to lineup
2022-02-08,Philadelphia 76ers,Matisse Thybulle,,returned to lineup
2022-02-08,Dallas Mavericks,Maximilian Kleber,,returned to lineup
2022-02-08,Golden State Warriors,,Andre Iguodala,tightness in lower back (DTD)
2022-02-08,Washington Wizards,,Bradley Beal,surgery on left wrist (out for season)
2022-02-09,New Orleans Pelicans,,Larry Nance,surgery on right knee (out indefinitely)
2022-02-09,Los Angeles Lakers,,Russell Westbrook,tightness in lower back (DTD)
2022-02-09,Los Angeles Clippers,,Jay Scrubb,surgery on right foot (out for season)
2022-02-09,Memphis Grizzlies,,Xavier Tillman,right thigh injury (DTD)
2022-02-11,Detroit Pistons,Cade Cunningham,,returned to lineup
2022-02-11,Utah Jazz,,Danuel House,sore right shoulder (DTD)
2022-02-12,Sacramento Kings,,Jeremy Lamb,sore left ankle (DTD)
2022-02-12,Los Angeles Lakers,Russell Westbrook,,returned to lineup
2022-02-13,Indiana Pacers,,Chris Duarte,left big toe injury (DTD)
2022-02-13,Utah Jazz,Danuel House,,returned to lineup
2022-02-13,Nets,Nicolas Claxton,,returned to lineup
2022-02-13,Detroit Pistons,,Frank Jackson,back spasms (DTD)
2022-02-15,Oklahoma City Thunder,,Ty Jerome,sore left hip (DTD)
2022-02-15,Miami Heat,,Udonis Haslem,right eye injury (DTD)
2022-02-15,Milwaukee Bucks,,Wesley Matthews,toe injury (DTD)
2022-02-15,Dallas Mavericks,,Trey Burke,sprained left shoulder (DTD)
2022-02-16,Indiana Pacers,,Goga Bitadze,sore right foot (DTD)
2022-02-17,Milwaukee Bucks,Wesley Matthews,,returned to lineup
2022-02-17,Miami Heat,Udonis Haslem,,returned to lineup
2022-02-17,Charlotte Hornets,,Nick Richards,sore right foot (DTD)
2022-02-17,Dallas Mavericks,,Frank Ntilikina,sore left ankle (DTD)
2022-02-17,Nets,,James Johnson,sore right wrist (DTD)
2022-02-17,Philadelphia 76ers,,Jaden Springer,sore left knee (DTD)
2022-02-23,Nets,James Johnson,,returned to lineup
2022-02-24,Sacramento Kings,,Richaun Holmes,sore back (DTD)
2022-02-24,Dallas Mavericks,Frank Ntilikina,,returned to lineup
2022-02-25,Dallas Mavericks,Trey Burke,,returned to lineup
2022-02-25,Indiana Pacers,Goga Bitadze,,returned to lineup
2022-02-25,Minnesota Timberwolves,,Malik Beasley,illness (DTD)
2022-02-27,Dallas Mavericks,,Frank Ntilikina,sprained right ankle (DTD)
2022-02-28,Minnesota Timberwolves,Malik Beasley,,returned to lineup
2022-02-28,Toronto Raptors,,Fred VanVleet,sore right knee (DTD)
2022-02-28,Indiana Pacers,,Malcolm Brogdon,right Achilles injury (DTD)
2022-03-01,Nets,,Andre Drummond,sore left knee (DTD)
2022-03-01,Indiana Pacers,Malcolm Brogdon,,returned to lineup
2022-03-01,Detroit Pistons,Frank Jackson,,returned to lineup
2022-03-01,Oklahoma City Thunder,,Aaron Wiggins,sprained right ankle (DTD)
2022-03-01,Minnesota Timberwolves,,Anthony Edwards,patella tendinopathy in left knee (DTD)
2022-03-01,Golden State Warriors,,Nemanja Bjelica,bruised right quadriceps (DTD)
2022-03-02,Indiana Pacers,,Chris Duarte,left big toe injury (DTD)
2022-03-02,Oklahoma City Thunder,,Derrick Favors,sore lower back (DTD)
2022-03-02,Golden State Warriors,Nemanja Bjelica,,returned to lineup
2022-03-03,Los Angeles Lakers,,Talen Horton-Tucker,sprained left ankle (DTD)
2022-03-03,Dallas Mavericks,Frank Ntilikina,,returned to lineup
2022-03-03,Nets,Andre Drummond,,returned to lineup
2022-03-04,Indiana Pacers,,Goga Bitadze,sore right foot (DTD)
2022-03-05,Sacramento Kings,,Jeremy Lamb,sore left hip (DTD)
2022-03-05,Portland Trailblazers,,Greg Brown,illness (DTD)
2022-03-05,Los Angeles Lakers,Talen Horton-Tucker,,returned to lineup
2022-03-06,Indiana Pacers,Goga Bitadze,,returned to lineup
2022-03-06,Oklahoma City Thunder,Aaron Wiggins,,returned to lineup
2022-03-06,New York Knicks,,Taj Gibson,illness (DTD)
2022-03-06,Portland Trailblazers,,Anfernee Simons,bruised left quadricep (DTD)
2022-03-06,Indiana Pacers,,Lance Stephenson,sprained left ankle (DTD)
2022-03-07,Portland Trailblazers,Greg Brown,,returned to lineup
2022-03-07,New York Knicks,Taj Gibson,,returned to lineup
2022-03-07,Los Angeles Lakers,,LeBron James,sore left knee (DTD)
2022-03-07,Detroit Pistons,,Hamidou Diallo,illness (DTD)
2022-03-07,Golden State Warriors,,Otto Porter,illness (DTD)
2022-03-08,Oklahoma City Thunder,,Ty Jerome,surgery to repair sports hernia (out for season)
2022-03-08,Oklahoma City Thunder,,Mike Muscala,surgery on right ankle (out for season)
2022-03-08,Detroit Pistons,Hamidou Diallo,,returned to lineup
2022-03-08,Indiana Pacers,Chris Duarte,,returned to lineup
2022-03-09,Charlotte Hornets,,Jalen McDaniels,sore left ankle (DTD)
2022-03-09,Los Angeles Lakers,,Talen Horton-Tucker,sprained left ankle (DTD)
