Date,Team,Acquired,Relinquished,Notes
2017-11-01,Toronto Raptors,Serge Ibaka,,returned to lineup
2017-11-02,Cleveland Cavaliers,,Tristan Thompson,strained left calf (out indefinitely)
2017-11-02,Los Angeles Lakers,,Andrew Bogut,tightness in back (DTD)
2017-11-02,Orlando Magic,,DJ Augustine,strained left hamstring (DTD)
2017-11-02,San Antonio Spurs,Emanuel Ginobili,,returned to lineup
2017-11-03,Atlanta Hawks,,Malcolm Delaney,sprained right ankle (DTD)
2017-11-03,Miami Heat,James Johnson,,returned to lineup
2017-11-03,Los Angeles Lakers,,Larry Nance,surgery on left hand/thumb to repair fracture (out indefinitley)
2017-11-03,Nets,,Trevor Booker,sore lower back (DTD)
2017-11-04,Indiana Pacers,,TJ Leaf,sprained left ankle (DTD)
2017-11-04,Atlanta Hawks,,Mike Muscala,sprained left ankle (DTD)
2017-11-04,Memphis Grizzlies,,Wayne Selden,right quadricep injury (DTD)
2017-11-04,Chicago Bulls,,David Nwaba,sprained right ankle (DTD)
2017-11-04,Memphis Grizzlies,Mike Conley,,returned to lineup
2017-11-06,Philadelphia 76ers,,Jerryd Bayless,bruised left wrist (DTD)
2017-11-06,Los Angeles Clippers,,Danilo Gallinari,strained left gluteus muscle (DTD)
2017-11-06,Atlanta Hawks,Malcolm Delaney,,returned to lineup
2017-11-07,Memphis Grizzlies,,Wayne Selden,right thigh injury (DTD)
2017-11-07,Nets,,Rondae Hollis-Jefferson,bruised right hip (DTD)
2017-11-08,Phoenix Suns,,Tyson Chandler,back spasms (DTD)
2017-11-09,Houston Rockets,,Luc Richard,knee injury (DTD)
2017-11-09,Portland Trailblazers,,CJ Wilcox,surgery on right knee (date approximate)
2017-11-09,Los Angeles Clippers,,Patrick Beverley,sore right knee (DTD)
2017-11-10,Philadelphia 76ers,,Nik Stauskas,sprained right ankle (DTD)
2017-11-10,Charlotte Hornets,,Treveon Graham,bruised right quadriceps (DTD)
2017-11-10,Nets,,Trevor Booker,sore lower back (DTD)
2017-11-10,Nets,Rondae Hollis-Jefferson,,returned to lineup
2017-11-11,Minnesota Timberwolves,,Cole Aldrich,sprained left ankle (DTD)
2017-11-11,Memphis Grizzlies,Wayne Selden,,returned to lineup
2017-11-11,San Antonio Spurs,,Emanuel Ginobili,rest (DTD)
2017-11-11,Minnesota Timberwolves,,Gorgui Dieng,sprained right index finger (DTD)
2017-11-11,New Orleans Pelicans,,Tony Allen,left knee inflammation (DTD)
2017-11-11,Orlando Magic,,Elfrid Payton,sore left hamstring (DTD)
2017-11-11,Houston Rockets,Luc Richard,,returned to lineup
2017-11-11,Utah Jazz,,Rudy Gobert,bruised tibia in right leg (DTD)
2017-11-12,Orlando Magic,,Jonathan Isaac,sprained right ankle (DTD)
2017-11-12,Nets,,DAngelo Russell,bruised left knee (DTD)
2017-11-12,Houston Rockets,,Nene Nene,sore ankle (DTD)
2017-11-12,Oklahoma City Thunder,,Carmelo Anthony,sore lower back (DTD)
2017-11-13,Orlando Magic,,Jonathan Isaac,sprained right ankle (DTD)
2017-11-13,New York Knicks,,Ron Baker,shoulder injury (DTD)
2017-11-14,San Antonio Spurs,Emanuel Ginobili,,returned to lineup
2017-11-14,Miami Heat,,Okaro White,fractured left foot (out indefinitely)
2017-11-14,Houston Rockets,,Nene Nene,sprained right foot (DTD)
2017-11-15,Milwaukee Bucks,,Matthew Dellavedova,left knee tendinitis (DTD)
2017-11-15,Orlando Magic,,Jonathan Isaac,sprained right ankle (DTD)
2017-11-15,Oklahoma City Thunder,Carmelo Anthony,,returned to lineup
2017-11-15,Minnesota Timberwolves,Cole Aldrich,,returned to lineup
2017-11-16,Toronto Raptors,,Delon Wright,dislocated right shoulder (out indefinitely)
2017-11-16,Houston Rockets,Nene Nene,,returned to lineup
2017-11-17,Minnesota Timberwolves,Gorgui Dieng,,returned to lineup
2017-11-17,Memphis Grizzlies,,Ivan Rabb,concussion (DTD)
2017-11-17,Nets,,DAngelo Russell,arthroscopic surgery on left knee (out indefinitely)
2017-11-17,Philadelphia 76ers,,Justin Anderson,shin splints in left leg (DTD)
2017-11-17,Memphis Grizzlies,,Wayne Selden,right quadricep injury (DTD)
2017-11-17,Portland Trailblazers,Meyers Leonard,,returned to lineup
2017-11-17,Utah Jazz,,Ricky Rubio,sore right Achilles (DTD)
2017-11-18,Cleveland Cavaliers,,Iman Shumpert,left knee injury (DTD)
2017-11-18,Utah Jazz,Ricky Rubio,,returned to lineup
2017-11-18,Atlanta Hawks,,Mike Muscala,sprained left ankle (DTD)
2017-11-19,Memphis Grizzlies,,Brandan Wright,right groin injury (DTD)
2017-11-19,Denver Nuggets,,Paul Millsap,sore left wrist (DTD)
2017-11-19,Golden State Warriors,,Kevin Durant,sprained left ankle (DTD)
2017-11-19,Washington Wizards,,John Wall,sore left knee / left knee inflammation (DTD)
2017-11-20,Washington Wizards,John Wall,,returned to lineup
2017-11-20,Philadelphia 76ers,,Richaun Holmes,illness (DTD)
2017-11-20,Philadelphia 76ers,Jerryd Bayless,,returned to lineup
2017-11-20,Los Angeles Clippers,Patrick Beverley,,returned to lineup
2017-11-20,New Orleans Pelicans,Tony Allen,,returned to lineup
2017-11-21,Atlanta Hawks,,Luke Babbitt,lower back spasms (DTD)
2017-11-21,Milwaukee Bucks,,Mirza Teletovic,arthroscopic surgery on left knee to repair torn cartilage (out indefinitely)
2017-11-21,Milwaukee Bucks,,John Henson,eye injury (DTD)
2017-11-22,Philadelphia 76ers,Richaun Holmes,,returned to lineup
2017-11-22,Milwaukee Bucks,,Giannis Antetokounmpo,sore right knee (DTD)
2017-11-22,Nets,,Trevor Booker,sprained left ankle (DTD)
2017-11-22,Houston Rockets,,Eric Gordon,tightness in right calf (DTD)
2017-11-22,Los Angeles Clippers,,Patrick Beverley,arthroscopic surgery on right knee to repair lateral meniscus (out for season)
2017-11-24,Philadelphia 76ers,,Ben Simmons,left elbow injury (DTD)
2017-11-24,Boston Celtics,,Shane Larkin,undisclosed injury (DTD)
2017-11-24,Charlotte Hornets,,Nicolas Batum,ulnar nerve contusion (DTD)
2017-11-24,Nets,Trevor Booker,,returned to lineup
2017-11-24,Minnesota Timberwolves,,Jeff Teague,sore right Achilles (DTD)
2017-11-24,Memphis Grizzlies,Ivan Rabb,,returned to lineup
2017-11-25,New York Knicks,Ron Baker,,returned to lineup
2017-11-25,New York Knicks,,Kristaps Porzingis,tightness in lower back (DTD)
2017-11-25,Houston Rockets,Eric Gordon,,returned to lineup
2017-11-25,Boston Celtics,Shane Larkin,,returned to lineup
2017-11-25,Milwaukee Bucks,Giannis Antetokounmpo,,returned to lineup
2017-11-25,Charlotte Hornets,Nicolas Batum,,returned to lineup
2017-11-26,Nets,,Allen Crabbe,sore lower back (DTD)
2017-11-26,Nets,,Trevor Booker,right big toe inflammation (DTD)
2017-11-26,Houston Rockets,,Nene Nene,strained right shoulder (DTD)
2017-11-26,Phoenix Suns,,Devin Booker,right big toe injury (DTD)
2017-11-27,San Antonio Spurs,,Rudy Gay,sore right heel (DTD)
2017-11-27,Denver Nuggets,,Paul Millsap,surgery on left wrist (out indefinitely)
2017-11-27,Nets,,DeMarre Carroll,illness (DTD)
2017-11-27,Dallas Mavericks,,Nerlens Noel,thumb injury (DTD)
2017-11-27,Charlotte Hornets,,Kemba Walker,sore left shoulder (DTD)
2017-11-27,Philadelphia 76ers,Ben Simmons,,returned to lineup
2017-11-27,New York Knicks,Kristaps Porzingis,,returned to lineup
2017-11-28,Los Angeles Clippers,,Blake Griffin,sprained MCL in left knee (out indefinitely)
2017-11-28,Utah Jazz,,Rodney Hood,sore left ankle (DTD)
2017-11-28,Phoenix Suns,Devin Booker,,returned to lineup
2017-11-29,Toronto Raptors,,Lucas Nogueira,strained right calf (DTD)
2017-11-29,San Antonio Spurs,Rudy Gay,,returned to lineup
2017-11-29,Houston Rockets,Nene Nene,,returned to lineup
2017-11-29,Nets,DeMarre Carroll,,returned to lineup
2017-11-29,Houston Rockets,,Zhou Qi,sore left calf (DTD)
2017-11-29,Miami Heat,,Hassan Whiteside,bone bruise in left knee (DTD)
2017-11-29,New York Knicks,,Kristaps Porzingis,sore ankle (DTD)
2017-11-29,Atlanta Hawks,,Dewayne Dedmon,stress reaction in left tibia (DTD)
2017-11-29,Memphis Grizzlies,,Chandler Parsons,sore right knee (DTD)
2017-11-30,Orlando Magic,,Terrence Ross,sprained MCL in right knee and fractured right leg (out indefinitely)
2017-11-30,Denver Nuggets,,Nikola Jokic,sprained left ankle (DTD)
2017-12-01,Dallas Mavericks,,Nerlens Noel,surgery on thumb (out indefinitely)
2017-12-01,Memphis Grizzlies,Chandler Parsons,,returned to lineup
2017-12-01,Minnesota Timberwolves,Jeff Teague,,returned to lineup
2017-12-01,Chicago Bulls,,Bobby Portis,right arm injury (DTD)
2017-12-01,Cleveland Cavaliers,,Iman Shumpert,arthroscopic surgery on left knee (out indefinitely)
2017-12-02,Atlanta Hawks,,John Collins,left shoulder injury (out indefinitely)
2017-12-02,Sacramento Kings,,Willie Cauley-Stein,sore back (DTD)
2017-12-02,Nets,Allen Crabbe,,returned to lineup
2017-12-02,New Orleans Pelicans,,Anthony Davis,strained adductor in left groin/pelvis (DTD)
2017-12-02,Houston Rockets,,Troy Williams,sprained MCL in right knee (DTD)
2017-12-02,Phoenix Suns,,Alex Len,ankle injury (DTD)
2017-12-03,San Antonio Spurs,,Emanuel Ginobili,rest (DTD)
2017-12-03,San Antonio Spurs,,LaMarcus Aldridge,rest (DTD)
2017-12-04,Phoenix Suns,Alex Len,,returned to lineup
2017-12-04,Golden State Warriors,,Zaur Pachulia,sore left shoulder (DTD)
2017-12-04,San Antonio Spurs,LaMarcus Aldridge,,returned to lineup
2017-12-04,Chicago Bulls,Bobby Portis,,returned to lineup
2017-12-04,San Antonio Spurs,,Joffrey Lauvergne,finger injury (DTD)
2017-12-04,San Antonio Spurs,Emanuel Ginobili,,returned to lineup
2017-12-05,Utah Jazz,,Raulzinho Neto,sore right foot (DTD)
2017-12-05,Sacramento Kings,,Willie Cauley-Stein,strained lower back (DTD)
2017-12-05,Golden State Warriors,,Patrick McCaw,bruised nose (DTD)
2017-12-05,Golden State Warriors,,Stephen Curry,sprained right ankle (DTD)
2017-12-05,Washington Wizards,,Jason Smith,knee injury (DTD)
2017-12-06,Golden State Warriors,Zaur Pachulia,,returned to lineup
2017-12-06,Golden State Warriors,,Patrick McCaw,concussion (DTD)
2017-12-06,Phoenix Suns,,Devin Booker,strained adductor in left groin (out indefinitely)
2017-12-06,Boston Celtics,,Marcus Morris,left knee injury (DTD)
2017-12-06,Milwaukee Bucks,,Jason Terry,strained left calf (DTD)
2017-12-06,Charlotte Hornets,,Steve Clifford,took leave of absense as head coach with heath issue
2017-12-07,New Orleans Pelicans,,Alexis Ajinca,surgery on right knee (out indefinitely)
2017-12-07,Utah Jazz,,Rodney Hood,sore left ankle (DTD)
2017-12-07,Houston Rockets,,Nene Nene,scratched cornea (DTD)
2017-12-07,Orlando Magic,,Evan Fournier,sprained right ankle (DTD)
2017-12-07,Charlotte Hornets,,Cody Zeller,torn meniscus in left knee (out indefinitely)
2017-12-07,Charlotte Hornets,,Frank Kaminsky,sprained right ankle (DTD)
2017-12-07,Utah Jazz,Raulzinho Neto,,returned to lineup
2017-12-07,Philadelphia 76ers,,Dario Saric,eye injury (DTD)
2017-12-08,Portland Trailblazers,,Jusuf Nurkic,sprained right ankle (DTD)
2017-12-08,Milwaukee Bucks,,Tony Snell,patella tendinitis in left knee (DTD)
2017-12-08,Boston Celtics,Marcus Morris,,returned to lineup
2017-12-08,New Orleans Pelicans,,Rajon Rondo,rest (DTD)
2017-12-08,New Orleans Pelicans,Anthony Davis,,returned to lineup
2017-12-08,Golden State Warriors,,Zaur Pachulia,sore left shoulder (DTD)
2017-12-09,San Antonio Spurs,Joffrey Lauvergne,,returned to lineup
2017-12-09,San Antonio Spurs,,Danny Green,tightness in left groin (DTD)
2017-12-09,Houston Rockets,Nene Nene,,returned to lineup
2017-12-09,Nets,,Yakuba Ouattara,sore left leg (DTD)
2017-12-09,Nets,,Joe Harris,illness (DTD)
2017-12-09,Philadelphia 76ers,Dario Saric,,returned to lineup
2017-12-09,Memphis Grizzlies,,Chandler Parsons,rest (DTD)
2017-12-09,Cleveland Cavaliers,,Kevin Love,sore left hip (DTD)
2017-12-09,Philadelphia 76ers,,TJ McConnell,left shoulder injury (DTD)
2017-12-09,Orlando Magic,,Aaron Gordon,concussion (DTD)
2017-12-10,New Orleans Pelicans,Rajon Rondo,,returned to lineup
2017-12-10,New Orleans Pelicans,,Jameer Nelson,left ankle injury (DTD)
2017-12-10,Philadelphia 76ers,,Joel Embiid,back injury (DTD)
2017-12-10,Boston Celtics,,Marcus Morris,rehab of left knee (DTD)
2017-12-10,Indiana Pacers,,Darren Collison,sore left knee (DTD)
2017-12-11,Chicago Bulls,,Lauri Markkanen,back spasms / sore lower back (DTD)
2017-12-11,Memphis Grizzlies,Chandler Parsons,,returned to lineup
2017-12-11,Utah Jazz,,Raulzinho Neto,concussion (DTD)
2017-12-11,New Orleans Pelicans,,Anthony Davis,strained adductor in left groin/pelvis (DTD)
2017-12-11,New Orleans Pelicans,,Dante Cunningham,right knee injury (DTD)
2017-12-12,Washington Wizards,Jason Smith,,returned to lineup
2017-12-12,Washington Wizards,,Ian Mahinmi,sore right knee (DTD)
2017-12-12,San Antonio Spurs,Danny Green,,returned to lineup
2017-12-12,Cleveland Cavaliers,Kevin Love,,returned to lineup
2017-12-12,Cleveland Cavaliers,,Dwyane Wade,sore left knee (DTD)
2017-12-12,Nets,Joe Harris,,returned to lineup
2017-12-13,Indiana Pacers,Darren Collison,,returned to lineup
2017-12-13,Washington Wizards,,Markieff Morris,sore right hip (DTD)
2017-12-13,New Orleans Pelicans,Dante Cunningham,,returned to lineup
2017-12-13,New Orleans Pelicans,Anthony Davis,,returned to lineup
2017-12-13,Orlando Magic,,Arron Afflalo,back spasms (DTD)
2017-12-13,Portland Trailblazers,,Meyers Leonard,illness (DTD)
2017-12-13,Miami Heat,,Tyler Johnson,migraine headache (DTD)
2017-12-13,Memphis Grizzlies,,Tyreke Evans,sore right hip (DTD)
2017-12-13,Chicago Bulls,,Lauri Markkanen,back spasms (DTD)
2017-12-13,Utah Jazz,Rodney Hood,,returned to lineup
2017-12-14,Portland Trailblazers,Meyers Leonard,,returned to lineup
2017-12-14,Milwaukee Bucks,,Mirza Teletovic,pulmonary embolism (out indefinitely)
2017-12-14,Cleveland Cavaliers,,Tristan Thompson,strained left calf (DTD)
2017-12-14,Cleveland Cavaliers,Dwyane Wade,,returned to lineup
2017-12-14,Golden State Warriors,,Nick Young,concussion (DTD)
2017-12-15,Charlotte Hornets,,Julyan Stone,hamstring injury (DTD)
2017-12-15,Washington Wizards,Markieff Morris,,returned to lineup
2017-12-15,Washington Wizards,Ian Mahinmi,,returned to lineup
2017-12-15,Detroit Pistons,,Avery Bradley,strained adductor in right groin (DTD)
2017-12-15,Toronto Raptors,,CJ Miles,sore left shoulder (DTD)
2017-12-15,Nets,,Allen Crabbe,sore left ankle / knee (DTD)
2017-12-15,Miami Heat,Tyler Johnson,,returned to lineup
2017-12-15,Miami Heat,,Justise Winslow,strained left knee (DTD)
2017-12-15,Cleveland Cavaliers,,John Holland,left shoulder subluxation (out) indefinitely
2017-12-15,Nets,,DeMarre Carroll,rest (DTD)
2017-12-16,San Antonio Spurs,,Danny Green,tightness in left groin (DTD)
2017-12-16,Houston Rockets,,Clint Capela,bruised left heel (DTD)
2017-12-16,Orlando Magic,,Aaron Gordon,strained right calf (DTD)
2017-12-16,Utah Jazz,,Rudy Gobert,sprained left knee (DTD)
2017-12-16,Memphis Grizzlies,,Chandler Parsons,rest (DTD)
2017-12-16,Cleveland Cavaliers,Tristan Thompson,,returned to lineup
2017-12-16,Utah Jazz,,Derrick Favors,eye laceration (DTD)
2017-12-17,Golden State Warriors,,Shaun Livingston,sore right knee (DTD)
2017-12-17,Philadelphia 76ers,,Furkan Korkmaz,left foot injury (out indefinitely)
2017-12-17,Washington Wizards,,Otto Porter,hip injury / bruised right thigh (DTD)
2017-12-17,Golden State Warriors,Nick Young,,returned to lineup
2017-12-17,Toronto Raptors,CJ Miles,,returned to lineup
2017-12-17,Nets,DeMarre Carroll,,returned to lineup
2017-12-17,Nets,Allen Crabbe,,returned to lineup
2017-12-17,Sacramento Kings,,DeAaron Fox,bruised right quadriceps (DTD)
2017-12-17,Miami Heat,,James Johnson,right ankle injury (DTD)
2017-12-17,Philadelphia 76ers,,Trevor Booker,sprained left ankle (DTD)
2017-12-17,Philadelphia 76ers,,Joel Embiid,back injury (DTD)
2017-12-18,Los Angeles Clippers,,Louis Williams,sprained left / right foot (DTD)
2017-12-18,Los Angeles Clippers,,Wesley Johnson,sore left foot (DTD)
2017-12-18,Miami Heat,,Goran Dragic,sore left elbow (DTD)
2017-12-18,Miami Heat,,James Johnson,bursitis in right ankle (DTD)
2017-12-18,Charlotte Hornets,Julyan Stone,,returned to lineup
2017-12-18,Utah Jazz,,Derrick Favors,concussion (DTD)
2017-12-18,Houston Rockets,Clint Capela,,returned to lineup
2017-12-19,Milwaukee Bucks,Tony Snell,,returned to lineup
2017-12-19,Los Angeles Lakers,,Brook Lopez,sprained right ankle (DTD)
2017-12-20,San Antonio Spurs,Danny Green,,returned to lineup
2017-12-20,Houston Rockets,,Clint Capela,bruised left heel (DTD)
2017-12-20,San Antonio Spurs,,Tony Parker,rest (DTD)
2017-12-20,Utah Jazz,,Donovan Mitchell,bruised right big toe (DTD)
2017-12-20,Los Angeles Clippers,Louis Williams,,returned to lineup
2017-12-20,Dallas Mavericks,Dennis Smith,,returned to lineup
2017-12-21,San Antonio Spurs,Tony Parker,,returned to lineup
2017-12-21,San Antonio Spurs,,Danny Green,tightness in left groin (DTD)
2017-12-21,Houston Rockets,,Chris Paul,strained left adductor (DTD)
2017-12-21,San Antonio Spurs,,Emanuel Ginobili,rest (DTD)
2017-12-21,Boston Celtics,,Jaylen Brown,sore left Achilles (DTD)
2017-12-21,Cleveland Cavaliers,,JR Smith,sore left knee (DTD)
2017-12-21,Portland Trailblazers,,Damian Lillard,strained right hamstring (DTD)
2017-12-21,Utah Jazz,,Nate Wolters,sore lower back (DTD)
2017-12-22,Los Angeles Clippers,,Milos Teodosic,rest (DTD)
2017-12-22,Atlanta Hawks,,Dennis Schröder,left ankle injury (DTD)
2017-12-22,Orlando Magic,,Jonathan Isaac,sore right ankle (DTD)
2017-12-22,Utah Jazz,Nate Wolters,,returned to lineup
2017-12-23,Sacramento Kings,,Vince Carter,rib injury (DTD)
2017-12-23,San Antonio Spurs,Emanuel Ginobili,,returned to lineup
2017-12-23,San Antonio Spurs,,Kawhi Leonard,right quadricep injury / rest (DTD)
2017-12-23,Orlando Magic,,Nikola Vucevic,fractured left hand (out indefinitely)
2017-12-23,Utah Jazz,Donovan Mitchell,,returned to lineup
2017-12-23,Miami Heat,Goran Dragic,,returned to lineup
2017-12-23,Miami Heat,,Dion Waiters,sprained left ankle (DTD)
2017-12-23,Atlanta Hawks,Dennis Schröder,,returned to lineup
2017-12-23,Los Angeles Clippers,Milos Teodosic,,returned to lineup
2017-12-23,Boston Celtics,Jaylen Brown,,returned to lineup
2017-12-23,Miami Heat,James Johnson,,returned to lineup
2017-12-24,Los Angeles Lakers,,Lonzo Ball,sprained left shoulder (DTD)
2017-12-25,Cleveland Cavaliers,JR Smith,,returned to lineup
2017-12-25,Boston Celtics,Marcus Morris,,returned to lineup
2017-12-25,Houston Rockets,Clint Capela,,returned to lineup
2017-12-26,Miami Heat,,James Johnson,bursitis in right ankle (DTD)
2017-12-26,Boston Celtics,,Marcus Morris,left knee injury (DTD)
2017-12-26,Sacramento Kings,Vince Carter,,returned to lineup
2017-12-26,Orlando Magic,Jonathan Isaac,,returned to lineup
2017-12-26,San Antonio Spurs,Kawhi Leonard,,returned to lineup
2017-12-27,Houston Rockets,,Clint Capela,fractured right orbital bone (DTD)
2017-12-27,Detroit Pistons,,Reggie Jackson,sprained right ankle (out indefinitely)
2017-12-27,Boston Celtics,,Jaylen Brown,sore right knee (DTD)
2017-12-29,Houston Rockets,Chris Paul,,returned to lineup
2017-12-29,San Antonio Spurs,,Rudy Gay,bursitis in right heel (DTD)
2017-12-29,Oklahoma City Thunder,,Paul George,sore left knee (DTD)
2017-12-29,Houston Rockets,,Nene Nene,undisclosed (DTD)
2017-12-29,Chicago Bulls,,Kris Dunn,patellar tendinitis in left knee (DTD)
2017-12-29,Memphis Grizzlies,,Chandler Parsons,sore right knee (DTD)
2017-12-29,Los Angeles Clippers,Wesley Johnson,,returned to lineup
2017-12-29,Los Angeles Lakers,,Tyler Ennis,flu (DTD)
2017-12-30,Detroit Pistons,,Stanley Johnson,strained right hip flexor (DTD)
2017-12-30,Philadelphia 76ers,,Joel Embiid,back injury (DTD)
2017-12-30,Portland Trailblazers,,Meyers Leonard,ankle injury (DTD)
2017-12-30,Los Angeles Clippers,,Austin Rivers,strained right Achilles tendon (DTD)
