Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
Atlanta Hawks,2016,40,2017-01-15,,Milwaukee Bucks,
Atlanta Hawks,2016,41,2017-01-16,@,New York Knicks,
Atlanta Hawks,2016,42,2017-01-18,@,Detroit Pistons,
Atlanta Hawks,2016,43,2017-01-20,,Chicago Bulls,
Atlanta Hawks,2016,44,2017-01-21,,Philadelphia 76ers,
Atlanta Hawks,2016,45,2017-01-23,,Los Angeles Clippers,
Atlanta Hawks,2016,46,2017-01-25,@,Chicago Bulls,
Atlanta Hawks,2016,47,2017-01-27,,Washington Wizards,
Atlanta Hawks,2016,48,2017-01-29,,New York Knicks,4OT
Atlanta Hawks,2016,49,2017-02-01,@,Miami Heat,
Atlanta Hawks,2016,50,2017-02-02,@,Houston Rockets,
Atlanta Hawks,2016,51,2017-02-04,,Orlando Magic,
Atlanta Hawks,2016,52,2017-02-06,,Utah Jazz,
Atlanta Hawks,2016,53,2017-02-08,,Denver Nuggets,
Atlanta Hawks,2016,54,2017-02-10,@,Sacramento Kings,
Atlanta Hawks,2016,55,2017-02-13,@,Portland Trail Blazers,OT
Atlanta Hawks,2016,56,2017-02-15,@,Los Angeles Clippers,
Atlanta Hawks,2016,57,2017-02-24,,Miami Heat,
Atlanta Hawks,2016,58,2017-02-25,@,Orlando Magic,
Atlanta Hawks,2016,59,2017-02-27,@,Boston Celtics,
Atlanta Hawks,2016,60,2017-03-01,,Dallas Mavericks,
Atlanta Hawks,2016,61,2017-03-03,,Cleveland Cavaliers,
Atlanta Hawks,2016,62,2017-03-05,,Indiana Pacers,
Atlanta Hawks,2016,63,2017-03-06,,Golden State Warriors,
Atlanta Hawks,2016,64,2017-03-08,,Brooklyn Nets,
Atlanta Hawks,2016,65,2017-03-10,,Toronto Raptors,
Atlanta Hawks,2016,66,2017-03-11,@,Memphis Grizzlies,
Atlanta Hawks,2016,67,2017-03-13,@,San Antonio Spurs,
Atlanta Hawks,2016,68,2017-03-16,,Memphis Grizzlies,
Atlanta Hawks,2016,69,2017-03-18,,Portland Trail Blazers,
Atlanta Hawks,2016,70,2017-03-20,@,Charlotte Hornets,
Atlanta Hawks,2016,71,2017-03-22,@,Washington Wizards,
Atlanta Hawks,2016,72,2017-03-24,@,Milwaukee Bucks,
Atlanta Hawks,2016,73,2017-03-26,,Brooklyn Nets,
Atlanta Hawks,2016,74,2017-03-28,,Phoenix Suns,
Atlanta Hawks,2016,75,2017-03-29,@,Philadelphia 76ers,
Atlanta Hawks,2016,76,2017-04-01,@,Chicago Bulls,
Atlanta Hawks,2016,77,2017-04-02,@,Brooklyn Nets,
Atlanta Hawks,2016,78,2017-04-06,,Boston Celtics,
Atlanta Hawks,2016,79,2017-04-07,@,Cleveland Cavaliers,
Atlanta Hawks,2016,80,2017-04-09,,Cleveland Cavaliers,OT
Atlanta Hawks,2016,81,2017-04-11,,Charlotte Hornets,
Atlanta Hawks,2016,82,2017-04-12,@,Indiana Pacers,
Atlanta Hawks,2016,83,2017-04-16,@,Washington Wizards,
Atlanta Hawks,2016,84,2017-04-19,@,Washington Wizards,
Atlanta Hawks,2016,85,2017-04-22,,Washington Wizards,
Atlanta Hawks,2016,86,2017-04-24,,Washington Wizards,
Atlanta Hawks,2016,87,2017-04-26,@,Washington Wizards,
Atlanta Hawks,2016,88,2017-04-28,,Washington Wizards,
Atlanta Hawks,2017,1,2017-10-18,@,Dallas Mavericks,
Atlanta Hawks,2017,2,2017-10-20,@,Charlotte Hornets,
Atlanta Hawks,2017,3,2017-10-22,@,Brooklyn Nets,
Atlanta Hawks,2017,4,2017-10-23,@,Miami Heat,
Atlanta Hawks,2017,5,2017-10-26,@,Chicago Bulls,
Atlanta Hawks,2017,6,2017-10-27,,Denver Nuggets,
Atlanta Hawks,2017,7,2017-10-29,,Milwaukee Bucks,
Atlanta Hawks,2017,8,2017-11-01,@,Philadelphia 76ers,
Atlanta Hawks,2017,9,2017-11-03,,Houston Rockets,
Atlanta Hawks,2017,10,2017-11-05,@,Cleveland Cavaliers,
Atlanta Hawks,2017,11,2017-11-06,,Boston Celtics,
Atlanta Hawks,2017,12,2017-11-10,@,Detroit Pistons,
Atlanta Hawks,2017,13,2017-11-11,@,Washington Wizards,
Atlanta Hawks,2017,14,2017-11-13,@,New Orleans Pelicans,
Atlanta Hawks,2017,15,2017-11-15,,Sacramento Kings,
Atlanta Hawks,2017,16,2017-11-18,,Boston Celtics,
Atlanta Hawks,2017,17,2017-11-20,@,San Antonio Spurs,
Atlanta Hawks,2017,18,2017-11-22,,Los Angeles Clippers,
Atlanta Hawks,2017,19,2017-11-24,,New York Knicks,
Atlanta Hawks,2017,20,2017-11-25,,Toronto Raptors,
Atlanta Hawks,2017,21,2017-11-30,,Cleveland Cavaliers,
Atlanta Hawks,2017,22,2017-12-02,@,Brooklyn Nets,
Atlanta Hawks,2017,23,2017-12-04,,Brooklyn Nets,
Atlanta Hawks,2017,24,2017-12-06,@,Orlando Magic,OT
Atlanta Hawks,2017,25,2017-12-09,,Orlando Magic,
Atlanta Hawks,2017,26,2017-12-10,@,New York Knicks,
Atlanta Hawks,2017,27,2017-12-12,@,Cleveland Cavaliers,
Atlanta Hawks,2017,28,2017-12-14,,Detroit Pistons,
Atlanta Hawks,2017,29,2017-12-15,@,Memphis Grizzlies,
Atlanta Hawks,2017,30,2017-12-18,,Miami Heat,
Atlanta Hawks,2017,31,2017-12-20,,Indiana Pacers,
Atlanta Hawks,2017,32,2017-12-22,@,Oklahoma City Thunder,
Atlanta Hawks,2017,33,2017-12-23,,Dallas Mavericks,
Atlanta Hawks,2017,34,2017-12-27,,Washington Wizards,
Atlanta Hawks,2017,35,2017-12-29,@,Toronto Raptors,
Atlanta Hawks,2017,36,2017-12-30,,Portland Trail Blazers,
Atlanta Hawks,2017,37,2018-01-02,@,Phoenix Suns,
Atlanta Hawks,2017,38,2018-01-05,@,Portland Trail Blazers,
Atlanta Hawks,2017,39,2018-01-07,@,Los Angeles Lakers,
Atlanta Hawks,2017,40,2018-01-08,@,Los Angeles Clippers,
Atlanta Hawks,2017,41,2018-01-10,@,Denver Nuggets,
Atlanta Hawks,2017,42,2018-01-12,,Brooklyn Nets,
Atlanta Hawks,2017,43,2018-01-15,,San Antonio Spurs,
Atlanta Hawks,2017,44,2018-01-17,,New Orleans Pelicans,
Atlanta Hawks,2017,45,2018-01-20,,Chicago Bulls,
Atlanta Hawks,2017,46,2018-01-22,,Utah Jazz,
Atlanta Hawks,2017,47,2018-01-24,,Toronto Raptors,
Atlanta Hawks,2017,48,2018-01-26,@,Charlotte Hornets,
Atlanta Hawks,2017,49,2018-01-27,,Washington Wizards,
Atlanta Hawks,2017,50,2018-01-29,,Minnesota Timberwolves,
Atlanta Hawks,2017,51,2018-01-31,,Charlotte Hornets,
Atlanta Hawks,2017,52,2018-02-02,@,Boston Celtics,
Atlanta Hawks,2017,53,2018-02-04,@,New York Knicks,
Atlanta Hawks,2017,54,2018-02-06,,Memphis Grizzlies,
Atlanta Hawks,2017,55,2018-02-08,@,Orlando Magic,
Atlanta Hawks,2017,56,2018-02-09,,Cleveland Cavaliers,
Atlanta Hawks,2017,57,2018-02-11,,Detroit Pistons,
Atlanta Hawks,2017,58,2018-02-13,@,Milwaukee Bucks,
Atlanta Hawks,2017,59,2018-02-14,@,Detroit Pistons,
Atlanta Hawks,2017,60,2018-02-23,@,Indiana Pacers,
Atlanta Hawks,2017,61,2018-02-26,,Los Angeles Lakers,
Atlanta Hawks,2017,62,2018-02-28,,Indiana Pacers,
Atlanta Hawks,2017,63,2018-03-02,,Golden State Warriors,
Atlanta Hawks,2017,64,2018-03-04,,Phoenix Suns,
Atlanta Hawks,2017,65,2018-03-06,@,Toronto Raptors,
Atlanta Hawks,2017,66,2018-03-09,@,Indiana Pacers,
Atlanta Hawks,2017,67,2018-03-11,,Chicago Bulls,
Atlanta Hawks,2017,68,2018-03-13,,Oklahoma City Thunder,
Atlanta Hawks,2017,69,2018-03-15,,Charlotte Hornets,
Atlanta Hawks,2017,70,2018-03-17,@,Milwaukee Bucks,
Atlanta Hawks,2017,71,2018-03-20,@,Utah Jazz,
Atlanta Hawks,2017,72,2018-03-22,@,Sacramento Kings,
Atlanta Hawks,2017,73,2018-03-23,@,Golden State Warriors,
Atlanta Hawks,2017,74,2018-03-25,@,Houston Rockets,
Atlanta Hawks,2017,75,2018-03-28,@,Minnesota Timberwolves,
Atlanta Hawks,2017,76,2018-03-30,,Philadelphia 76ers,
Atlanta Hawks,2017,77,2018-04-01,,Orlando Magic,
Atlanta Hawks,2017,78,2018-04-03,@,Miami Heat,
Atlanta Hawks,2017,79,2018-04-04,,Miami Heat,
Atlanta Hawks,2017,80,2018-04-06,@,Washington Wizards,
Atlanta Hawks,2017,81,2018-04-08,@,Boston Celtics,
Atlanta Hawks,2017,82,2018-04-10,,Philadelphia 76ers,
Atlanta Hawks,2018,1,2018-10-17,@,New York Knicks,
Atlanta Hawks,2018,2,2018-10-19,@,Memphis Grizzlies,
Atlanta Hawks,2018,3,2018-10-21,@,Cleveland Cavaliers,
Atlanta Hawks,2018,4,2018-10-24,,Dallas Mavericks,
Atlanta Hawks,2018,5,2018-10-27,,Chicago Bulls,
Atlanta Hawks,2018,6,2018-10-29,@,Philadelphia 76ers,
Atlanta Hawks,2018,7,2018-10-30,@,Cleveland Cavaliers,
Atlanta Hawks,2018,8,2018-11-01,,Sacramento Kings,
Atlanta Hawks,2018,9,2018-11-03,,Miami Heat,
Atlanta Hawks,2018,10,2018-11-06,@,Charlotte Hornets,
Atlanta Hawks,2018,11,2018-11-07,,New York Knicks,
Atlanta Hawks,2018,12,2018-11-09,,Detroit Pistons,
Atlanta Hawks,2018,13,2018-11-11,@,Los Angeles Lakers,
Atlanta Hawks,2018,14,2018-11-13,@,Golden State Warriors,
Atlanta Hawks,2018,15,2018-11-15,@,Denver Nuggets,
Atlanta Hawks,2018,16,2018-11-17,@,Indiana Pacers,
Atlanta Hawks,2018,17,2018-11-19,,Los Angeles Clippers,
Atlanta Hawks,2018,18,2018-11-21,,Toronto Raptors,
Atlanta Hawks,2018,19,2018-11-23,,Boston Celtics,
Atlanta Hawks,2018,20,2018-11-25,,Charlotte Hornets,
Atlanta Hawks,2018,21,2018-11-27,@,Miami Heat,
Atlanta Hawks,2018,22,2018-11-28,@,Charlotte Hornets,
Atlanta Hawks,2018,23,2018-11-30,@,Oklahoma City Thunder,
Atlanta Hawks,2018,24,2018-12-03,,Golden State Warriors,
Atlanta Hawks,2018,25,2018-12-05,,Washington Wizards,
Atlanta Hawks,2018,26,2018-12-08,,Denver Nuggets,
Atlanta Hawks,2018,27,2018-12-12,@,Dallas Mavericks,
Atlanta Hawks,2018,28,2018-12-14,@,Boston Celtics,
Atlanta Hawks,2018,29,2018-12-16,@,Brooklyn Nets,
Atlanta Hawks,2018,30,2018-12-18,,Washington Wizards,
Atlanta Hawks,2018,31,2018-12-21,@,New York Knicks,
Atlanta Hawks,2018,32,2018-12-23,@,Detroit Pistons,
Atlanta Hawks,2018,33,2018-12-26,,Indiana Pacers,
Atlanta Hawks,2018,34,2018-12-28,@,Minnesota Timberwolves,OT
Atlanta Hawks,2018,35,2018-12-29,,Cleveland Cavaliers,
Atlanta Hawks,2018,36,2018-12-31,@,Indiana Pacers,
Atlanta Hawks,2018,37,2019-01-02,@,Washington Wizards,
Atlanta Hawks,2018,38,2019-01-04,@,Milwaukee Bucks,
Atlanta Hawks,2018,39,2019-01-06,,Miami Heat,
Atlanta Hawks,2018,40,2019-01-08,@,Toronto Raptors,
Atlanta Hawks,2018,41,2019-01-09,@,Brooklyn Nets,
Atlanta Hawks,2018,42,2019-01-11,@,Philadelphia 76ers,
Atlanta Hawks,2018,43,2019-01-13,,Milwaukee Bucks,
Atlanta Hawks,2018,44,2019-01-15,,Oklahoma City Thunder,
Atlanta Hawks,2018,45,2019-01-19,,Boston Celtics,
Atlanta Hawks,2018,46,2019-01-21,,Orlando Magic,
Atlanta Hawks,2018,47,2019-01-23,@,Chicago Bulls,
Atlanta Hawks,2018,48,2019-01-26,@,Portland Trail Blazers,
Atlanta Hawks,2018,49,2019-01-28,@,Los Angeles Clippers,
Atlanta Hawks,2018,50,2019-01-30,@,Sacramento Kings,
Atlanta Hawks,2018,51,2019-02-01,@,Utah Jazz,
Atlanta Hawks,2018,52,2019-02-02,@,Phoenix Suns,
Atlanta Hawks,2018,53,2019-02-04,@,Washington Wizards,
Atlanta Hawks,2018,54,2019-02-07,,Toronto Raptors,
Atlanta Hawks,2018,55,2019-02-09,,Charlotte Hornets,
Atlanta Hawks,2018,56,2019-02-10,,Orlando Magic,
Atlanta Hawks,2018,57,2019-02-12,,Los Angeles Lakers,
Atlanta Hawks,2018,58,2019-02-14,,New York Knicks,
Atlanta Hawks,2018,59,2019-02-22,,Detroit Pistons,
Atlanta Hawks,2018,60,2019-02-23,,Phoenix Suns,
Atlanta Hawks,2018,61,2019-02-25,@,Houston Rockets,
Atlanta Hawks,2018,62,2019-02-27,,Minnesota Timberwolves,OT
Atlanta Hawks,2018,63,2019-03-01,,Chicago Bulls,4OT
Atlanta Hawks,2018,64,2019-03-03,@,Chicago Bulls,
Atlanta Hawks,2018,65,2019-03-04,@,Miami Heat,
Atlanta Hawks,2018,66,2019-03-06,,San Antonio Spurs,
Atlanta Hawks,2018,67,2019-03-09,,Brooklyn Nets,
Atlanta Hawks,2018,68,2019-03-10,,New Orleans Pelicans,
Atlanta Hawks,2018,69,2019-03-13,,Memphis Grizzlies,
Atlanta Hawks,2018,70,2019-03-16,@,Boston Celtics,
Atlanta Hawks,2018,71,2019-03-17,@,Orlando Magic,
Atlanta Hawks,2018,72,2019-03-19,,Houston Rockets,
Atlanta Hawks,2018,73,2019-03-21,,Utah Jazz,
Atlanta Hawks,2018,74,2019-03-23,,Philadelphia 76ers,
Atlanta Hawks,2018,75,2019-03-26,@,New Orleans Pelicans,
Atlanta Hawks,2018,76,2019-03-29,,Portland Trail Blazers,
Atlanta Hawks,2018,77,2019-03-31,,Milwaukee Bucks,OT
Atlanta Hawks,2018,78,2019-04-02,@,San Antonio Spurs,
Atlanta Hawks,2018,79,2019-04-03,,Philadelphia 76ers,
Atlanta Hawks,2018,80,2019-04-05,@,Orlando Magic,
Atlanta Hawks,2018,81,2019-04-07,@,Milwaukee Bucks,
Atlanta Hawks,2018,82,2019-04-10,,Indiana Pacers,
Atlanta Hawks,2019,1,2019-10-24,@,Detroit Pistons,
Atlanta Hawks,2019,2,2019-10-26,,Orlando Magic,
Atlanta Hawks,2019,3,2019-10-28,,Philadelphia 76ers,
Atlanta Hawks,2019,4,2019-10-29,@,Miami Heat,
Atlanta Hawks,2019,5,2019-10-31,,Miami Heat,
Atlanta Hawks,2019,6,2019-11-05,,San Antonio Spurs,
Atlanta Hawks,2019,7,2019-11-06,,Chicago Bulls,
Atlanta Hawks,2019,8,2019-11-08,,Sacramento Kings,
Atlanta Hawks,2019,9,2019-11-10,@,Portland Trail Blazers,OT
Atlanta Hawks,2019,10,2019-11-12,@,Denver Nuggets,
Atlanta Hawks,2019,11,2019-11-14,@,Phoenix Suns,
Atlanta Hawks,2019,12,2019-11-16,@,Los Angeles Clippers,
Atlanta Hawks,2019,13,2019-11-17,@,Los Angeles Lakers,
Atlanta Hawks,2019,14,2019-11-20,,Milwaukee Bucks,
Atlanta Hawks,2019,15,2019-11-22,@,Detroit Pistons,
Atlanta Hawks,2019,16,2019-11-23,,Toronto Raptors,
Atlanta Hawks,2019,17,2019-11-25,,Minnesota Timberwolves,
Atlanta Hawks,2019,18,2019-11-27,@,Milwaukee Bucks,
Atlanta Hawks,2019,19,2019-11-29,@,Indiana Pacers,OT
Atlanta Hawks,2019,20,2019-11-30,@,Houston Rockets,
Atlanta Hawks,2019,21,2019-12-02,,Golden State Warriors,
Atlanta Hawks,2019,22,2019-12-04,,Brooklyn Nets,
Atlanta Hawks,2019,23,2019-12-08,@,Charlotte Hornets,
Atlanta Hawks,2019,24,2019-12-10,@,Miami Heat,OT
Atlanta Hawks,2019,25,2019-12-11,@,Chicago Bulls,
Atlanta Hawks,2019,26,2019-12-13,,Indiana Pacers,
Atlanta Hawks,2019,27,2019-12-15,,Los Angeles Lakers,
Atlanta Hawks,2019,28,2019-12-17,@,New York Knicks,
Atlanta Hawks,2019,29,2019-12-19,,Utah Jazz,
Atlanta Hawks,2019,30,2019-12-21,@,Brooklyn Nets,
Atlanta Hawks,2019,31,2019-12-23,@,Cleveland Cavaliers,
Atlanta Hawks,2019,32,2019-12-27,,Milwaukee Bucks,
Atlanta Hawks,2019,33,2019-12-28,@,Chicago Bulls,
Atlanta Hawks,2019,34,2019-12-30,@,Orlando Magic,
Atlanta Hawks,2019,35,2020-01-03,@,Boston Celtics,
Atlanta Hawks,2019,36,2020-01-04,,Indiana Pacers,
Atlanta Hawks,2019,37,2020-01-06,,Denver Nuggets,
Atlanta Hawks,2019,38,2020-01-08,,Houston Rockets,
Atlanta Hawks,2019,39,2020-01-10,@,Washington Wizards,
Atlanta Hawks,2019,40,2020-01-12,@,Brooklyn Nets,
Atlanta Hawks,2019,41,2020-01-14,,Phoenix Suns,
Atlanta Hawks,2019,42,2020-01-17,@,San Antonio Spurs,
Atlanta Hawks,2019,43,2020-01-18,,Detroit Pistons,
Atlanta Hawks,2019,44,2020-01-20,,Toronto Raptors,
Atlanta Hawks,2019,45,2020-01-22,,Los Angeles Clippers,
Atlanta Hawks,2019,46,2020-01-24,@,Oklahoma City Thunder,
Atlanta Hawks,2019,47,2020-01-26,,Washington Wizards,
Atlanta Hawks,2019,48,2020-01-28,@,Toronto Raptors,
Atlanta Hawks,2019,49,2020-01-30,,Philadelphia 76ers,
Atlanta Hawks,2019,50,2020-02-01,@,Dallas Mavericks,
Atlanta Hawks,2019,51,2020-02-03,,Boston Celtics,
Atlanta Hawks,2019,52,2020-02-05,@,Minnesota Timberwolves,
Atlanta Hawks,2019,53,2020-02-07,@,Boston Celtics,
Atlanta Hawks,2019,54,2020-02-09,,New York Knicks,2OT
Atlanta Hawks,2019,55,2020-02-10,@,Orlando Magic,
Atlanta Hawks,2019,56,2020-02-12,@,Cleveland Cavaliers,
Atlanta Hawks,2019,57,2020-02-20,,Miami Heat,
Atlanta Hawks,2019,58,2020-02-22,,Dallas Mavericks,
Atlanta Hawks,2019,59,2020-02-24,@,Philadelphia 76ers,
Atlanta Hawks,2019,60,2020-02-26,,Orlando Magic,
Atlanta Hawks,2019,61,2020-02-28,,Brooklyn Nets,
Atlanta Hawks,2019,62,2020-02-29,,Portland Trail Blazers,
Atlanta Hawks,2019,63,2020-03-02,,Memphis Grizzlies,
Atlanta Hawks,2019,64,2020-03-06,@,Washington Wizards,
Atlanta Hawks,2019,65,2020-03-07,@,Memphis Grizzlies,
Atlanta Hawks,2019,66,2020-03-09,,Charlotte Hornets,2OT
Atlanta Hawks,2019,67,2020-03-11,,New York Knicks,OT
Atlanta Hawks,2020,1,2020-12-23,@,Chicago Bulls,
Atlanta Hawks,2020,2,2020-12-26,@,Memphis Grizzlies,
Atlanta Hawks,2020,3,2020-12-28,,Detroit Pistons,
Atlanta Hawks,2020,4,2020-12-30,@,Brooklyn Nets,
Atlanta Hawks,2020,5,2021-01-01,@,Brooklyn Nets,
Atlanta Hawks,2020,6,2021-01-02,,Cleveland Cavaliers,
Atlanta Hawks,2020,7,2021-01-04,,New York Knicks,
Atlanta Hawks,2020,8,2021-01-06,,Charlotte Hornets,
Atlanta Hawks,2020,9,2021-01-09,@,Charlotte Hornets,
Atlanta Hawks,2020,10,2021-01-11,,Philadelphia 76ers,
Atlanta Hawks,2020,11,2021-01-15,@,Utah Jazz,
Atlanta Hawks,2020,12,2021-01-16,@,Portland Trail Blazers,
Atlanta Hawks,2020,13,2021-01-18,,Minnesota Timberwolves,
Atlanta Hawks,2020,14,2021-01-20,,Detroit Pistons,OT
Atlanta Hawks,2020,15,2021-01-22,@,Minnesota Timberwolves,
Atlanta Hawks,2020,16,2021-01-24,@,Milwaukee Bucks,
Atlanta Hawks,2020,17,2021-01-26,,Los Angeles Clippers,
Atlanta Hawks,2020,18,2021-01-27,,Brooklyn Nets,OT
Atlanta Hawks,2020,19,2021-01-29,@,Washington Wizards,
Atlanta Hawks,2020,20,2021-02-01,,Los Angeles Lakers,
Atlanta Hawks,2020,21,2021-02-03,,Dallas Mavericks,
Atlanta Hawks,2020,22,2021-02-04,,Utah Jazz,
Atlanta Hawks,2020,23,2021-02-06,,Toronto Raptors,
Atlanta Hawks,2020,24,2021-02-10,@,Dallas Mavericks,
Atlanta Hawks,2020,25,2021-02-12,,San Antonio Spurs,
Atlanta Hawks,2020,26,2021-02-13,,Indiana Pacers,
Atlanta Hawks,2020,27,2021-02-15,@,New York Knicks,
Atlanta Hawks,2020,28,2021-02-17,@,Boston Celtics,
Atlanta Hawks,2020,29,2021-02-19,@,Boston Celtics,
Atlanta Hawks,2020,30,2021-02-21,,Denver Nuggets,
Atlanta Hawks,2020,31,2021-02-23,@,Cleveland Cavaliers,
Atlanta Hawks,2020,32,2021-02-24,,Boston Celtics,
Atlanta Hawks,2020,33,2021-02-26,@,Oklahoma City Thunder,
Atlanta Hawks,2020,34,2021-02-28,@,Miami Heat,
Atlanta Hawks,2020,35,2021-03-02,@,Miami Heat,
Atlanta Hawks,2020,36,2021-03-03,@,Orlando Magic,
Atlanta Hawks,2020,37,2021-03-11,@,Toronto Raptors,
Atlanta Hawks,2020,38,2021-03-13,,Sacramento Kings,
Atlanta Hawks,2020,39,2021-03-14,,Cleveland Cavaliers,
Atlanta Hawks,2020,40,2021-03-16,@,Houston Rockets,
Atlanta Hawks,2020,41,2021-03-18,,Oklahoma City Thunder,
Atlanta Hawks,2020,42,2021-03-20,@,Los Angeles Lakers,
Atlanta Hawks,2020,43,2021-03-22,@,Los Angeles Clippers,
Atlanta Hawks,2020,44,2021-03-24,@,Sacramento Kings,
Atlanta Hawks,2020,45,2021-03-26,@,Golden State Warriors,
Atlanta Hawks,2020,46,2021-03-28,@,Denver Nuggets,
Atlanta Hawks,2020,47,2021-03-30,@,Phoenix Suns,
Atlanta Hawks,2020,48,2021-04-01,@,San Antonio Spurs,2OT
Atlanta Hawks,2020,49,2021-04-02,@,New Orleans Pelicans,
Atlanta Hawks,2020,50,2021-04-04,,Golden State Warriors,
Atlanta Hawks,2020,51,2021-04-06,,New Orleans Pelicans,
Atlanta Hawks,2020,52,2021-04-07,,Memphis Grizzlies,
Atlanta Hawks,2020,53,2021-04-09,,Chicago Bulls,
Atlanta Hawks,2020,54,2021-04-11,@,Charlotte Hornets,
Atlanta Hawks,2020,55,2021-04-13,@,Toronto Raptors,
Atlanta Hawks,2020,56,2021-04-15,,Milwaukee Bucks,
Atlanta Hawks,2020,57,2021-04-18,,Indiana Pacers,
Atlanta Hawks,2020,58,2021-04-20,,Orlando Magic,
Atlanta Hawks,2020,59,2021-04-21,@,New York Knicks,OT
Atlanta Hawks,2020,60,2021-04-23,,Miami Heat,
Atlanta Hawks,2020,61,2021-04-25,,Milwaukee Bucks,
Atlanta Hawks,2020,62,2021-04-26,@,Detroit Pistons,
Atlanta Hawks,2020,63,2021-04-28,@,Philadelphia 76ers,
Atlanta Hawks,2020,64,2021-04-30,@,Philadelphia 76ers,
Atlanta Hawks,2020,65,2021-05-01,,Chicago Bulls,
Atlanta Hawks,2020,66,2021-05-03,,Portland Trail Blazers,
Atlanta Hawks,2020,67,2021-05-05,,Phoenix Suns,
Atlanta Hawks,2020,68,2021-05-06,@,Indiana Pacers,
Atlanta Hawks,2020,69,2021-05-10,,Washington Wizards,
Atlanta Hawks,2020,70,2021-05-12,,Washington Wizards,
Atlanta Hawks,2020,71,2021-05-13,,Orlando Magic,
Atlanta Hawks,2020,72,2021-05-16,,Houston Rockets,
Atlanta Hawks,2020,73,2021-05-23,@,New York Knicks,
Atlanta Hawks,2020,74,2021-05-26,@,New York Knicks,
Atlanta Hawks,2020,75,2021-05-28,,New York Knicks,
Atlanta Hawks,2020,76,2021-05-30,,New York Knicks,
Atlanta Hawks,2020,77,2021-06-02,@,New York Knicks,
Atlanta Hawks,2020,78,2021-06-06,@,Philadelphia 76ers,
Atlanta Hawks,2020,79,2021-06-08,@,Philadelphia 76ers,
Atlanta Hawks,2020,80,2021-06-11,,Philadelphia 76ers,
Atlanta Hawks,2020,81,2021-06-14,,Philadelphia 76ers,
Atlanta Hawks,2020,82,2021-06-16,@,Philadelphia 76ers,
Atlanta Hawks,2020,83,2021-06-18,,Philadelphia 76ers,
Atlanta Hawks,2020,84,2021-06-20,@,Philadelphia 76ers,
Atlanta Hawks,2020,85,2021-06-23,@,Milwaukee Bucks,
Atlanta Hawks,2020,86,2021-06-25,@,Milwaukee Bucks,
Atlanta Hawks,2020,87,2021-06-27,,Milwaukee Bucks,
Atlanta Hawks,2020,88,2021-06-29,,Milwaukee Bucks,
Atlanta Hawks,2020,89,2021-07-01,@,Milwaukee Bucks,
Atlanta Hawks,2020,90,2021-07-03,,Milwaukee Bucks,
Atlanta Hawks,2021,1,2021-10-21,,Dallas Mavericks,
Atlanta Hawks,2021,2,2021-10-23,@,Cleveland Cavaliers,
Atlanta Hawks,2021,3,2021-10-25,,Detroit Pistons,
Atlanta Hawks,2021,4,2021-10-27,@,New Orleans Pelicans,
Atlanta Hawks,2021,5,2021-10-28,@,Washington Wizards,
Atlanta Hawks,2021,6,2021-10-30,@,Philadelphia 76ers,
Atlanta Hawks,2021,7,2021-11-01,,Washington Wizards,
Atlanta Hawks,2021,8,2021-11-03,@,Brooklyn Nets,
Atlanta Hawks,2021,9,2021-11-04,,Utah Jazz,
Atlanta Hawks,2021,10,2021-11-06,@,Phoenix Suns,
Atlanta Hawks,2021,11,2021-11-08,@,Golden State Warriors,
Atlanta Hawks,2021,12,2021-11-09,@,Utah Jazz,
Atlanta Hawks,2021,13,2021-11-12,@,Denver Nuggets,
Atlanta Hawks,2021,14,2021-11-14,,Milwaukee Bucks,
Atlanta Hawks,2021,15,2021-11-15,,Orlando Magic,
Atlanta Hawks,2021,16,2021-11-17,,Boston Celtics,
Atlanta Hawks,2021,17,2021-11-20,,Charlotte Hornets,
Atlanta Hawks,2021,18,2021-11-22,,Oklahoma City Thunder,
Atlanta Hawks,2021,19,2021-11-24,@,San Antonio Spurs,
Atlanta Hawks,2021,20,2021-11-26,@,Memphis Grizzlies,
Atlanta Hawks,2021,21,2021-11-27,,New York Knicks,
Atlanta Hawks,2021,22,2021-12-01,@,Indiana Pacers,
Atlanta Hawks,2021,23,2021-12-03,,Philadelphia 76ers,
Atlanta Hawks,2021,24,2021-12-05,,Charlotte Hornets,
Atlanta Hawks,2021,25,2021-12-06,@,Minnesota Timberwolves,
Atlanta Hawks,2021,26,2021-12-10,,Brooklyn Nets,
Atlanta Hawks,2021,27,2021-12-13,,Houston Rockets,
Atlanta Hawks,2021,28,2021-12-15,@,Orlando Magic,
Atlanta Hawks,2021,29,2021-12-17,,Denver Nuggets,
Atlanta Hawks,2021,30,2021-12-22,,Orlando Magic,
Atlanta Hawks,2021,31,2021-12-23,@,Philadelphia 76ers,
Atlanta Hawks,2021,32,2021-12-25,@,New York Knicks,
Atlanta Hawks,2021,33,2021-12-27,,Chicago Bulls,
Atlanta Hawks,2021,34,2021-12-29,@,Chicago Bulls,
Atlanta Hawks,2021,35,2021-12-31,@,Cleveland Cavaliers,
Atlanta Hawks,2021,36,2022-01-03,@,Portland Trail Blazers,
Atlanta Hawks,2021,37,2022-01-05,@,Sacramento Kings,
Atlanta Hawks,2021,38,2022-01-07,@,Los Angeles Lakers,
Atlanta Hawks,2021,39,2022-01-09,@,Los Angeles Clippers,
Atlanta Hawks,2021,40,2022-01-12,,Miami Heat,
