Year,Season,Player,Pos,Age,Team,G,GS,MPPG
2021,regular,Brandon Goodwin,PG,26,Cleveland Cavaliers,36,5,13.9
2021,regular,Jordan Goodwin,SG,23,Washington Wizards,2,0,3.0
2021,regular,Aaron Gordon,PF,26,Denver Nuggets,75,75,31.7
2021,regular,Eric Gordon,SG,33,Houston Rockets,57,46,29.3
2021,regular,Devonte' Graham,PG,26,New Orleans Pelicans,76,63,28.4
2021,regular,Jerami Grant,PF,27,Detroit Pistons,47,47,31.9
2021,regular,Hassani Gravett,PG,25,Orlando Magic,8,3,21.4
2021,regular,Danny Green,SF,34,Philadelphia 76ers,62,28,21.8
2021,regular,Draymond Green,PF,31,Golden State Warriors,46,44,28.9
2021,regular,Jalen Green,SG,19,Houston Rockets,67,67,31.9
2021,regular,JaMychal Green,PF,31,Denver Nuggets,67,8,16.2
2021,regular,Javonte Green,SF,28,Chicago Bulls,65,45,23.4
2021,regular,Jeff Green,PF,35,Denver Nuggets,75,63,24.7
2021,regular,Josh Green,SG,21,Dallas Mavericks,67,3,15.5
2021,regular,Blake Griffin,C,32,Brooklyn Nets,56,24,17.1
2021,regular,Quentin Grimes,SG,21,New York Knicks,46,6,17.1
2021,regular,Kyle Guy,SG,24,Miami Heat,19,0,9.8
2021,regular,Rui Hachimura,PF,23,Washington Wizards,42,13,22.5
2021,regular,Tyrese Haliburton,SG-PG,21,TOT,77,77,35.0
2021,regular,Tyrese Haliburton,SG,21,Sacramento Kings,51,51,34.5
2021,regular,Tyrese Haliburton,PG,21,Indiana Pacers,26,26,36.1
2021,regular,Tyler Hall,SG,24,New York Knicks,1,0,2.0
2021,regular,R.J. Hampton,SG,20,Orlando Magic,64,14,21.9
2021,regular,Tim Hardaway Jr.,SG,29,Dallas Mavericks,42,20,29.6
2021,regular,James Harden,PG,32,TOT,65,65,37.2
2021,regular,James Harden,PG,32,Brooklyn Nets,44,44,37.0
2021,regular,James Harden,PG,32,Philadelphia 76ers,21,21,37.7
2021,regular,Maurice Harkless,SF,28,Sacramento Kings,47,24,18.4
2021,regular,Jared Harper,PG,24,New Orleans Pelicans,5,0,8.6
2021,regular,Montrezl Harrell,C,28,TOT,71,3,23.1
2021,regular,Montrezl Harrell,C,28,Washington Wizards,46,3,24.3
2021,regular,Montrezl Harrell,C,28,Charlotte Hornets,25,0,21.0
2021,regular,Gary Harris,SG,27,Orlando Magic,61,30,28.4
2021,regular,Joe Harris,SF,30,Brooklyn Nets,14,14,30.2
2021,regular,Tobias Harris,PF,29,Philadelphia 76ers,73,73,34.8
2021,regular,Shaquille Harrison,SG,28,Brooklyn Nets,2,0,11.5
2021,regular,Josh Hart,SG,26,TOT,54,53,33.2
2021,regular,Josh Hart,SG,26,New Orleans Pelicans,41,40,33.5
2021,regular,Josh Hart,SG,26,Portland Trailblazers,13,13,32.1
2021,regular,Isaiah Hartenstein,C,23,Los Angeles Clippers,68,0,17.9
2021,regular,Udonis Haslem,C,41,Miami Heat,13,0,6.4
2021,regular,Sam Hauser,SF,24,Boston Celtics,26,0,6.1
2021,regular,Jaxson Hayes,C,21,New Orleans Pelicans,70,28,20.0
2021,regular,Killian Hayes,PG,20,Detroit Pistons,66,40,25.0
2021,regular,Gordon Hayward,SF,31,Charlotte Hornets,49,48,31.9
2021,regular,Aaron Henry,SF,22,Philadelphia 76ers,6,0,2.8
2021,regular,Juancho Hernangomez,PF,26,TOT,40,9,11.1
2021,regular,Juancho Hernangomez,PF,26,Boston Celtics,18,0,5.3
2021,regular,Juancho Hernangomez,PF,26,San Antonio Spurs,5,0,10.2
2021,regular,Juancho Hernangomez,PF,26,Utah Jazz,17,9,17.5
2021,regular,Willy Hernangomez,C,27,New Orleans Pelicans,50,8,16.8
2021,regular,Tyler Herro,SG,22,Miami Heat,66,10,32.6
2021,regular,Buddy Hield,SG,29,TOT,81,32,30.9
2021,regular,Buddy Hield,SG,29,Sacramento Kings,55,6,28.6
2021,regular,Buddy Hield,SG,29,Indiana Pacers,26,26,35.6
2021,regular,Haywood Highsmith,SF,25,Miami Heat,19,1,8.6
2021,regular,George Hill,PG,35,Milwaukee Bucks,54,17,23.2
2021,regular,Malcolm Hill,SF-SG,26,TOT,19,0,11.2
2021,regular,Malcolm Hill,SG,26,Atlanta Hawks,3,0,15.3
2021,regular,Malcolm Hill,SF,26,Chicago Bulls,16,0,10.4
2021,regular,Solomon Hill,SF,30,Atlanta Hawks,13,1,10.7
2021,regular,Nate Hinton,SG,22,Indiana Pacers,2,0,1.0
2021,regular,Jaylen Hoard,SF,22,Oklahoma City Thunder,7,5,34.3
2021,regular,Aaron Holiday,PG,25,TOT,63,15,16.2
2021,regular,Aaron Holiday,PG,25,Washington Wizards,41,14,16.2
2021,regular,Aaron Holiday,PG,25,Phoenix Suns,22,1,16.3
2021,regular,Jrue Holiday,PG,31,Milwaukee Bucks,67,64,33.0
2021,regular,Justin Holiday,SF-SG,32,TOT,74,65,27.8
2021,regular,Justin Holiday,SF,32,Indiana Pacers,49,40,28.9
2021,regular,Justin Holiday,SG,32,Sacramento Kings,25,25,25.6
2021,regular,Richaun Holmes,C,28,Sacramento Kings,45,37,23.9
2021,regular,Rodney Hood,PF-SF,29,TOT,52,0,13.6
2021,regular,Rodney Hood,PF,29,Milwaukee Bucks,39,0,14.9
2021,regular,Rodney Hood,SF,29,Los Angeles Clippers,13,0,9.8
2021,regular,Scotty Hopson,SG,32,Oklahoma City Thunder,1,0,18.0
2021,regular,Al Horford,C,35,Boston Celtics,69,69,29.1
2021,regular,Talen Horton-Tucker,SG,21,Los Angeles Lakers,60,19,25.2
2021,regular,Danuel House Jr.,SF,28,TOT,42,7,17.3
2021,regular,Danuel House Jr.,SF,28,Houston Rockets,16,1,14.6
2021,regular,Danuel House Jr.,SF,28,New York Knicks,1,0,3.0
2021,regular,Danuel House Jr.,SF,28,Utah Jazz,25,6,19.6
2021,regular,Dwight Howard,C,36,Los Angeles Lakers,60,27,16.2
2021,regular,Markus Howard,SG,22,Denver Nuggets,31,0,5.7
2021,regular,Kevin Huerter,SF,23,Atlanta Hawks,74,60,29.6
2021,regular,Jay Huff,C,23,Los Angeles Lakers,4,0,5.0
2021,regular,Elijah Hughes,SG-SF,23,TOT,36,4,12.1
2021,regular,Elijah Hughes,SF,23,Utah Jazz,14,1,8.0
2021,regular,Elijah Hughes,SG,23,Portland Trailblazers,22,3,14.6
2021,regular,Feron Hunt,SF,22,New York Knicks,2,0,4.0
2021,regular,De'Andre Hunter,SF,24,Atlanta Hawks,53,52,29.8
2021,regular,Chandler Hutchison,SF,25,Phoenix Suns,6,0,3.7
2021,regular,Bones Hyland,SG,21,Denver Nuggets,69,4,19.0
2021,regular,Serge Ibaka,C,32,TOT,54,12,16.3
2021,regular,Serge Ibaka,C,32,Los Angeles Clippers,35,10,15.4
2021,regular,Serge Ibaka,C,32,Milwaukee Bucks,19,2,17.8
2021,regular,Andre Iguodala,SF,38,Golden State Warriors,31,0,19.5
2021,regular,Joe Ingles,SF,34,Utah Jazz,45,15,24.9
2021,regular,Brandon Ingram,SF,24,New Orleans Pelicans,55,55,34.0
2021,regular,Kyrie Irving,PG,29,Brooklyn Nets,29,29,37.6
2021,regular,Wes Iwundu,SF,27,Atlanta Hawks,3,1,27.3
2021,regular,Frank Jackson,PG,23,Detroit Pistons,53,7,22.0
2021,regular,Isaiah Jackson,C,20,Indiana Pacers,36,15,15.0
2021,regular,Jaren Jackson Jr.,PF,22,Memphis Grizzlies,78,78,27.3
2021,regular,Josh Jackson,SF,24,TOT,51,3,16.3
2021,regular,Josh Jackson,SF,24,Detroit Pistons,39,3,18.1
2021,regular,Josh Jackson,SF,24,Sacramento Kings,12,0,10.3
2021,regular,Justin Jackson,SF,26,TOT,7,0,5.1
2021,regular,Justin Jackson,SF,26,Boston Celtics,1,0,2.0
2021,regular,Justin Jackson,SF,26,Phoenix Suns,6,0,5.8
2021,regular,Reggie Jackson,SG,31,Los Angeles Clippers,75,75,31.2
2021,regular,LeBron James,C,37,Los Angeles Lakers,56,56,37.2
2021,regular,DeJon Jarreau,SG,24,Indiana Pacers,1,0,1.0
2021,regular,DaQuan Jeffries,SG,24,Memphis Grizzlies,3,0,3.0
2021,regular,Ty Jerome,SG,24,Oklahoma City Thunder,48,4,16.7
2021,regular,Isaiah Joe,SG,22,Philadelphia 76ers,55,1,11.1
2021,regular,Alize Johnson,PF,25,TOT,23,0,7.3
2021,regular,Alize Johnson,PF,25,Chicago Bulls,16,0,7.6
2021,regular,Alize Johnson,PF,25,Washington Wizards,3,0,6.0
2021,regular,Alize Johnson,PF,25,New Orleans Pelicans,4,0,7.0
2021,regular,B.J. Johnson,SF,26,Orlando Magic,4,0,16.3
2021,regular,Cameron Johnson,PF,25,Phoenix Suns,66,16,26.2
2021,regular,David Johnson,SG,20,Toronto Raptors,2,0,1.0
2021,regular,Jalen Johnson,PF,20,Atlanta Hawks,22,0,5.5
2021,regular,James Johnson,PF,34,Brooklyn Nets,62,10,19.2
2021,regular,Joe Johnson,SG,40,Boston Celtics,1,0,2.0
2021,regular,Keldon Johnson,SF,22,San Antonio Spurs,75,74,31.9
2021,regular,Keon Johnson,SG,19,TOT,37,12,18.8
2021,regular,Keon Johnson,SG,19,Los Angeles Clippers,15,0,9.0
2021,regular,Keon Johnson,SG,19,Portland Trailblazers,22,12,25.5
2021,regular,Stanley Johnson,PF,25,Los Angeles Lakers,48,27,22.8
2021,regular,Tyler Johnson,PG,29,TOT,6,0,15.2
2021,regular,Tyler Johnson,PG,29,Philadelphia 76ers,3,0,12.7
2021,regular,Tyler Johnson,PG,29,San Antonio Spurs,3,0,17.7
2021,regular,Nikola Jokic,C,26,Denver Nuggets,74,74,33.5
2021,regular,Carlik Jones,PG,24,TOT,5,0,4.6
2021,regular,Carlik Jones,PG,24,Dallas Mavericks,3,0,6.3
2021,regular,Carlik Jones,PG,24,Denver Nuggets,2,0,2.0
2021,regular,Damian Jones,C,26,Sacramento Kings,56,15,18.2
2021,regular,Derrick Jones Jr.,PF,24,Chicago Bulls,51,8,17.6
2021,regular,Herbert Jones,PF,23,New Orleans Pelicans,78,69,29.9
2021,regular,Jemerrio Jones,SF,26,Los Angeles Lakers,2,0,7.5
2021,regular,Kai Jones,C,21,Charlotte Hornets,21,0,3.0
2021,regular,Mason Jones,SG,23,Los Angeles Lakers,4,0,12.8
2021,regular,Tre Jones,PG,22,San Antonio Spurs,69,11,16.6
2021,regular,Tyus Jones,PG,25,Memphis Grizzlies,73,23,21.2
2021,regular,DeAndre Jordan,C,33,TOT,48,20,13.0
2021,regular,DeAndre Jordan,C,33,Los Angeles Lakers,32,19,12.8
2021,regular,DeAndre Jordan,C,33,Philadelphia 76ers,16,1,13.4
2021,regular,Cory Joseph,PG,30,Detroit Pistons,65,39,24.6
2021,regular,Georgios Kalaitzakis,SF,23,TOT,13,4,16.4
2021,regular,Georgios Kalaitzakis,SF,23,Milwaukee Bucks,9,0,5.3
2021,regular,Georgios Kalaitzakis,SF,23,Oklahoma City Thunder,4,4,41.5
2021,regular,Frank Kaminsky,C,28,Phoenix Suns,9,0,20.1
2021,regular,Luke Kennard,SG,25,Los Angeles Clippers,70,13,27.4
2021,regular,Braxton Key,SF,24,TOT,11,0,17.9
2021,regular,Braxton Key,SF,24,Philadelphia 76ers,2,0,3.0
2021,regular,Braxton Key,SF,24,Detroit Pistons,9,0,21.2
2021,regular,George King,SF,28,Dallas Mavericks,4,0,4.8
2021,regular,Louis King,SF,22,Sacramento Kings,10,0,10.4
2021,regular,Corey Kispert,SF,22,Washington Wizards,77,36,23.4
2021,regular,Maxi Kleber,PF,30,Dallas Mavericks,59,21,24.6
2021,regular,Brandon Knight,PG,30,Dallas Mavericks,5,0,13.0
2021,regular,Nathan Knight,PF,24,Minnesota Timberwolves,37,2,7.2
2021,regular,Kevin Knox,SF,22,TOT,30,0,7.4
2021,regular,Kevin Knox,SF,22,New York Knicks,13,0,8.5
2021,regular,Kevin Knox,SF,22,Atlanta Hawks,17,0,6.5
2021,regular,John Konchar,SG,25,Memphis Grizzlies,72,7,17.9
2021,regular,Furkan Korkmaz,SG,24,Philadelphia 76ers,67,19,21.1
2021,regular,Luke Kornet,C,26,TOT,15,0,6.9
2021,regular,Luke Kornet,C,26,Cleveland Cavaliers,2,0,7.5
2021,regular,Luke Kornet,C,26,Milwaukee Bucks,1,0,3.0
2021,regular,Luke Kornet,C,26,Boston Celtics,12,0,7.1
2021,regular,Vit Krejci,SG,21,Oklahoma City Thunder,30,8,23.0
2021,regular,Arnoldas Kulboka,SF,24,Charlotte Hornets,2,0,2.5
2021,regular,Jonathan Kuminga,SF,19,Golden State Warriors,70,12,16.9
2021,regular,Kyle Kuzma,PF,26,Washington Wizards,66,66,33.4
2021,regular,Anthony Lamb,SF,24,San Antonio Spurs,2,0,4.0
2021,regular,Jeremy Lamb,SF-SG,29,TOT,56,0,16.7
2021,regular,Jeremy Lamb,SF,29,Indiana Pacers,39,0,15.7
2021,regular,Jeremy Lamb,SG,29,Sacramento Kings,17,0,18.9
2021,regular,Jock Landale,C,26,San Antonio Spurs,54,1,10.9
2021,regular,Romeo Langford,SG,22,TOT,48,5,16.1
2021,regular,Romeo Langford,SG,22,Boston Celtics,44,5,16.5
2021,regular,Romeo Langford,SG,22,San Antonio Spurs,4,0,10.8
2021,regular,Zach LaVine,SG,26,Chicago Bulls,67,67,34.7
2021,regular,Jake Layman,SF,27,Minnesota Timberwolves,34,1,6.8
2021,regular,Damion Lee,SG,29,Golden State Warriors,63,5,19.9
2021,regular,Saben Lee,PG,22,Detroit Pistons,37,0,16.3
2021,regular,Alex Len,C,28,Sacramento Kings,39,10,15.9
2021,regular,Caris LeVert,SG,27,TOT,58,49,30.7
2021,regular,Caris LeVert,SG,27,Indiana Pacers,39,39,31.1
2021,regular,Caris LeVert,SG,27,Cleveland Cavaliers,19,10,29.8
2021,regular,Kira Lewis Jr.,PG,20,New Orleans Pelicans,24,0,14.2
2021,regular,Scottie Lewis,SG,21,Charlotte Hornets,2,0,3.5
2021,regular,Damian Lillard,PG,31,Portland Trailblazers,29,29,36.4
2021,regular,Nassir Little,SF,21,Portland Trailblazers,42,23,25.9
2021,regular,Isaiah Livers,SF,23,Detroit Pistons,19,5,20.2
2021,regular,Kevon Looney,C,25,Golden State Warriors,82,80,21.1
2021,regular,Brook Lopez,C,33,Milwaukee Bucks,13,11,22.9
2021,regular,Robin Lopez,C,33,Orlando Magic,36,9,17.0
2021,regular,Didi Louzada,SG-SF,22,TOT,9,1,14.3
2021,regular,Didi Louzada,SF,22,New Orleans Pelicans,2,0,3.5
2021,regular,Didi Louzada,SG,22,Portland Trailblazers,7,1,17.4
2021,regular,Kevin Love,C,33,Cleveland Cavaliers,74,4,22.5
2021,regular,Kyle Lowry,PG,35,Miami Heat,63,63,33.9
2021,regular,Gabriel Lundberg,SG,27,Phoenix Suns,4,0,11.0
2021,regular,Timothe Luwawu-Cabarrot,SF,26,Atlanta Hawks,52,18,13.2
2021,regular,Trey Lyles,PF,26,TOT,75,23,20.5
2021,regular,Trey Lyles,PF,26,Detroit Pistons,51,3,19.4
2021,regular,Trey Lyles,PF,26,Sacramento Kings,24,20,22.8
2021,regular,Theo Maledon,PG,20,Oklahoma City Thunder,51,7,17.8
2021,regular,Sandro Mamukelashvili,PF,22,Milwaukee Bucks,41,3,9.9
2021,regular,Terance Mann,SF,25,Los Angeles Clippers,81,33,28.6
2021,regular,Tre Mann,PG,20,Oklahoma City Thunder,60,26,22.8
2021,regular,Boban Marjanovic,C,33,Dallas Mavericks,23,0,5.6
2021,regular,Lauri Markkanen,SF,24,Cleveland Cavaliers,61,61,30.8
2021,regular,Naji Marshall,SF,24,New Orleans Pelicans,55,4,13.4
2021,regular,Caleb Martin,SF,26,Miami Heat,60,12,22.9
2021,regular,Cody Martin,SF,26,Charlotte Hornets,71,11,26.3
2021,regular,Kelan Martin,SF,26,TOT,30,1,15.0
2021,regular,Kelan Martin,SF,26,Indiana Pacers,27,1,16.4
2021,regular,Kelan Martin,SF,26,Boston Celtics,3,0,2.0
2021,regular,KJ Martin,SF,21,Houston Rockets,79,2,21.0
2021,regular,Garrison Mathews,SG,25,Houston Rockets,65,33,26.3
2021,regular,Dakota Mathias,SG,26,Memphis Grizzlies,6,0,2.7
2021,regular,Wesley Matthews,SG,35,Milwaukee Bucks,49,14,20.4
2021,regular,Tyrese Maxey,PG,21,Philadelphia 76ers,75,74,35.3
2021,regular,Skylar Mays,SG,24,Atlanta Hawks,28,5,7.9
2021,regular,Miles McBride,PG,21,New York Knicks,40,2,9.3
2021,regular,Mac McClung,SG-PG,23,TOT,2,0,12.0
2021,regular,Mac McClung,PG,23,Chicago Bulls,1,0,3.0
2021,regular,Mac McClung,SG,23,Los Angeles Lakers,1,0,22.0
2021,regular,CJ McCollum,SG-PG,30,TOT,62,62,34.6
2021,regular,CJ McCollum,SG,30,Portland Trailblazers,36,36,35.2
2021,regular,CJ McCollum,PG,30,New Orleans Pelicans,26,26,33.8
2021,regular,T.J. McConnell,PG,29,Indiana Pacers,27,8,24.1
2021,regular,Jaden McDaniels,PF,21,Minnesota Timberwolves,70,31,25.8
2021,regular,Jalen McDaniels,SF,24,Charlotte Hornets,55,2,16.3
2021,regular,Doug McDermott,PF,30,San Antonio Spurs,51,51,24.0
2021,regular,JaVale McGee,C,34,Phoenix Suns,74,17,15.8
2021,regular,Cameron McGriff,SF,24,Portland Trailblazers,3,0,15.3
2021,regular,Rodney McGruder,SG,30,Detroit Pistons,51,2,14.8
2021,regular,Alfonzo McKinnie,SF,29,Chicago Bulls,17,3,12.1
2021,regular,JaQuori McLaughlin,PG,24,Dallas Mavericks,4,0,2.8
2021,regular,Jordan McLaughlin,PG,25,Minnesota Timberwolves,62,3,14.5
2021,regular,Ben McLemore,SG,28,Portland Trailblazers,64,6,20.1
2021,regular,De'Anthony Melton,SG,23,Memphis Grizzlies,73,15,22.7
2021,regular,Sam Merrill,SG,25,Memphis Grizzlies,6,0,9.7
2021,regular,Chimezie Metu,C,24,Sacramento Kings,60,20,21.3
2021,regular,Khris Middleton,SF,30,Milwaukee Bucks,66,66,32.4
2021,regular,C.J. Miles,SG,34,Boston Celtics,1,0,2.0
2021,regular,Patty Mills,SG,33,Brooklyn Nets,81,48,29.0
2021,regular,Paul Millsap,C,36,TOT,33,1,11.4
2021,regular,Paul Millsap,C,36,Brooklyn Nets,24,0,11.3
2021,regular,Paul Millsap,C,36,Philadelphia 76ers,9,1,11.8
2021,regular,Shake Milton,SG,25,Philadelphia 76ers,55,6,21.4
2021,regular,Davion Mitchell,PG,23,Sacramento Kings,75,19,27.7
2021,regular,Donovan Mitchell,SG,25,Utah Jazz,67,67,33.8
2021,regular,Evan Mobley,PF,20,Cleveland Cavaliers,69,69,33.8
2021,regular,Malik Monk,SG,23,Los Angeles Lakers,76,37,28.1
2021,regular,Greg Monroe,C,31,TOT,14,0,13.9
2021,regular,Greg Monroe,C,31,Minnesota Timberwolves,4,0,20.3
2021,regular,Greg Monroe,C,31,Washington Wizards,2,0,9.0
2021,regular,Greg Monroe,C,31,Milwaukee Bucks,5,0,14.0
2021,regular,Greg Monroe,C,31,Utah Jazz,3,0,8.7
2021,regular,Moses Moody,SG,19,Golden State Warriors,52,11,11.7
2021,regular,Xavier Moon,SG,27,Los Angeles Clippers,10,0,13.7
2021,regular,Matt Mooney,SG,25,New York Knicks,1,0,2.0
2021,regular,Ja Morant,PG,22,Memphis Grizzlies,57,57,33.1
2021,regular,Juwan Morgan,PF,24,TOT,2,0,15.5
2021,regular,Juwan Morgan,PF,24,Toronto Raptors,1,0,27.0
2021,regular,Juwan Morgan,PF,24,Boston Celtics,1,0,4.0
2021,regular,Jaylen Morris,SG,26,San Antonio Spurs,3,0,5.3
2021,regular,Marcus Morris,PF,32,Los Angeles Clippers,54,54,29.0
2021,regular,Markieff Morris,PF,32,Miami Heat,17,1,17.5
2021,regular,Monte Morris,PG,26,Denver Nuggets,75,74,29.9
2021,regular,Emmanuel Mudiay,PG,25,Sacramento Kings,2,0,5.5
2021,regular,Mychal Mulder,PG,27,TOT,17,3,14.1
2021,regular,Mychal Mulder,PG,27,Orlando Magic,15,2,13.0
2021,regular,Mychal Mulder,PG,27,Miami Heat,2,1,22.0
2021,regular,Ade Murkey,SG,24,Sacramento Kings,1,0,1.0
2021,regular,Trey Murphy III,SF,21,New Orleans Pelicans,62,1,13.9
2021,regular,Dejounte Murray,PG,25,San Antonio Spurs,68,68,34.8
2021,regular,Mike Muscala,C,30,Oklahoma City Thunder,43,0,13.8
2021,regular,Svi Mykhailiuk,SF,24,Toronto Raptors,56,5,12.8
2021,regular,Abdel Nader,SF,28,Phoenix Suns,14,0,10.4
2021,regular,Larry Nance Jr.,C-PF,29,TOT,46,11,22.6
2021,regular,Larry Nance Jr.,C,29,Portland Trailblazers,37,11,23.2
2021,regular,Larry Nance Jr.,PF,29,New Orleans Pelicans,9,0,20.2
2021,regular,RJ Nembhard Jr.,SG,22,Cleveland Cavaliers,14,0,4.5
2021,regular,Aaron Nesmith,SF,22,Boston Celtics,52,3,11.0
2021,regular,Raul Neto,PG,29,Washington Wizards,70,19,19.6
2021,regular,Malik Newman,PG,24,Cleveland Cavaliers,1,0,8.0
2021,regular,Georges Niang,PF,28,Philadelphia 76ers,76,7,22.8
2021,regular,Daishen Nix,SG,19,Houston Rockets,24,0,10.9
2021,regular,Zeke Nnaji,PF,21,Denver Nuggets,41,1,17.0
2021,regular,Nerlens Noel,C,27,New York Knicks,25,11,22.5
2021,regular,Jaylen Nowell,SG,22,Minnesota Timberwolves,62,1,15.7
2021,regular,Frank Ntilikina,SG,23,Dallas Mavericks,58,5,11.8
2021,regular,Jusuf Nurkic,C,27,Portland Trailblazers,56,56,28.2
2021,regular,David Nwaba,SF,29,Houston Rockets,46,4,13.2
2021,regular,Jordan Nwora,SF,23,Milwaukee Bucks,62,13,19.1
2021,regular,Royce O'Neale,SF,28,Utah Jazz,77,77,31.2
2021,regular,Semi Ojeleye,PF,27,TOT,30,0,13.5
2021,regular,Semi Ojeleye,PF,27,Milwaukee Bucks,20,0,15.4
2021,regular,Semi Ojeleye,PF,27,Los Angeles Clippers,10,0,9.8
2021,regular,Chuma Okeke,PF,23,Orlando Magic,70,20,25.0
2021,regular,Josh Okogie,SG,23,Minnesota Timberwolves,49,6,10.5
2021,regular,Onyeka Okongwu,C,21,Atlanta Hawks,48,6,20.7
2021,regular,Isaac Okoro,SF,21,Cleveland Cavaliers,67,61,29.6
2021,regular,KZ Okpala,PF,22,Miami Heat,21,0,11.6
2021,regular,Victor Oladipo,SG,29,Miami Heat,8,1,21.6
2021,regular,Cameron Oliver,SF,25,Atlanta Hawks,2,0,21.5
2021,regular,Kelly Olynyk,C,30,Detroit Pistons,40,1,19.1
2021,regular,Eugene Omoruyi,SF,24,Dallas Mavericks,4,0,4.5
2021,regular,Miye Oni,SG,24,Utah Jazz,16,0,2.8
2021,regular,Cedi Osman,SF,26,Cleveland Cavaliers,66,3,22.2
2021,regular,Daniel Oturu,C,22,Toronto Raptors,3,0,9.0
2021,regular,Kelly Oubre Jr.,SF,26,Charlotte Hornets,76,13,26.3
2021,regular,Jaysean Paige,PG,27,Detroit Pistons,1,0,7.0
2021,regular,Trayvon Palmer,SG,27,Detroit Pistons,1,0,17.0
2021,regular,Kevin Pangos,PG,29,Cleveland Cavaliers,24,3,6.9
2021,regular,Jabari Parker,PF,26,Boston Celtics,12,0,9.3
2021,regular,Eric Paschall,PF,25,Utah Jazz,58,3,12.7
2021,regular,Chris Paul,PG,36,Phoenix Suns,65,65,32.9
2021,regular,Cameron Payne,PG,27,Phoenix Suns,58,12,22.0
2021,regular,Elfrid Payton,PG,27,Phoenix Suns,50,1,11.0
2021,regular,Gary Payton II,SG,29,Golden State Warriors,71,16,17.6
2021,regular,Norvel Pelle,C,28,Utah Jazz,3,0,6.3
2021,regular,Reggie Perry,PF,21,TOT,10,1,18.7
2021,regular,Reggie Perry,PF,21,Portland Trailblazers,9,1,19.7
2021,regular,Reggie Perry,PF,21,Indiana Pacers,1,0,10.0
2021,regular,Jamorko Pickett,PF,24,Detroit Pistons,13,0,13.5
2021,regular,Theo Pinson,SF,26,Dallas Mavericks,19,0,7.8
2021,regular,Mason Plumlee,C,31,Charlotte Hornets,73,73,24.6
2021,regular,Jakob Poeltl,C,26,San Antonio Spurs,68,67,29.0
2021,regular,Aleksej Pokusevski,PF,20,Oklahoma City Thunder,61,12,20.2
2021,regular,Yves Pons,SF,22,Memphis Grizzlies,12,0,5.9
2021,regular,Jordan Poole,SG,22,Golden State Warriors,76,51,30.0
2021,regular,Kevin Porter Jr.,PG,21,Houston Rockets,61,61,31.3
2021,regular,Michael Porter Jr.,SF,23,Denver Nuggets,9,9,29.4
2021,regular,Otto Porter Jr.,PF,28,Golden State Warriors,63,15,22.2
2021,regular,Bobby Portis,C,26,Milwaukee Bucks,72,59,28.2
2021,regular,Kristaps Porzingis,PF,26,TOT,51,51,29.0
2021,regular,Kristaps Porzingis,PF,26,Dallas Mavericks,34,34,29.5
2021,regular,Kristaps Porzingis,PF,26,Washington Wizards,17,17,28.2
2021,regular,Micah Potter,C,23,Detroit Pistons,3,0,10.3
2021,regular,Dwight Powell,C,30,Dallas Mavericks,82,71,21.9
2021,regular,Myles Powell,PG,24,Philadelphia 76ers,11,0,4.7
2021,regular,Norman Powell,SF-SG,28,TOT,45,41,32.4
2021,regular,Norman Powell,SF,28,Portland Trailblazers,40,39,33.3
2021,regular,Norman Powell,SG,28,Los Angeles Clippers,5,2,25.0
2021,regular,Joshua Primo,SF,19,San Antonio Spurs,50,16,19.3
2021,regular,Taurean Prince,PF,27,Minnesota Timberwolves,69,8,17.1
2021,regular,Payton Pritchard,PG,24,Boston Celtics,71,2,14.1
2021,regular,Trevelin Queen,SG,24,Houston Rockets,10,0,7.4
2021,regular,Neemias Queta,C,22,Sacramento Kings,15,0,8.0
2021,regular,Immanuel Quickley,PG,22,New York Knicks,78,3,23.1
2021,regular,Jahmi'us Ramsey,SG,20,Sacramento Kings,19,0,7.1
2021,regular,Julius Randle,PF,27,New York Knicks,72,72,35.3
2021,regular,Austin Reaves,SG,23,Los Angeles Lakers,61,19,23.2
2021,regular,Cam Reddish,SF,22,TOT,49,7,20.7
2021,regular,Cam Reddish,SF,22,Atlanta Hawks,34,7,23.4
2021,regular,Cam Reddish,SF,22,New York Knicks,15,0,14.3
2021,regular,Davon Reed,SG,26,Denver Nuggets,48,5,13.9
2021,regular,Paul Reed,C,22,Philadelphia 76ers,38,2,7.9
2021,regular,Naz Reid,C,22,Minnesota Timberwolves,77,6,15.8
2021,regular,Nick Richards,C,24,Charlotte Hornets,50,5,7.3
2021,regular,Josh Richardson,SG,28,TOT,65,7,24.6
2021,regular,Josh Richardson,SG,28,Boston Celtics,44,0,24.7
2021,regular,Josh Richardson,SG,28,San Antonio Spurs,21,7,24.4
2021,regular,Austin Rivers,SG,29,Denver Nuggets,67,18,22.1
2021,regular,Duncan Robinson,SG,27,Miami Heat,79,68,25.9
2021,regular,Justin Robinson,PG,24,TOT,25,0,12.2
2021,regular,Justin Robinson,PG,24,Milwaukee Bucks,17,0,11.6
2021,regular,Justin Robinson,PG,24,Sacramento Kings,3,0,5.0
2021,regular,Justin Robinson,PG,24,Detroit Pistons,5,0,18.2
2021,regular,Mitchell Robinson,C,23,New York Knicks,72,62,25.7
2021,regular,Jeremiah Robinson-Earl,C,21,Oklahoma City Thunder,49,36,22.2
2021,regular,Isaiah Roby,PF,23,Oklahoma City Thunder,45,28,21.1
2021,regular,Rajon Rondo,PG,35,TOT,39,1,17.9
2021,regular,Rajon Rondo,PG,35,Los Angeles Lakers,18,0,16.1
