Year,Season,Player,Pos,Age,Team,G,GS,MPPG
2012,regular,Troy Murphy,PF,32,Dallas Mavericks,14,1,18.3
2012,regular,Steve Nash,PG,38,Los Angeles Lakers,50,50,32.5
2012,regular,Gary Neal,SG,28,San Antonio Spurs,68,17,21.8
2012,regular,Jameer Nelson,PG,30,Orlando Magic,56,56,35.3
2012,regular,Andrew Nicholson,PF,23,Orlando Magic,75,28,16.7
2012,regular,Joakim Noah,C,27,Chicago Bulls,66,64,36.8
2012,regular,Steve Novak,SF,29,New York Knicks,81,1,20.3
2012,regular,Dirk Nowitzki,PF,34,Dallas Mavericks,53,47,31.3
2012,regular,Jermaine O'Neal,C,34,Phoenix Suns,55,4,18.7
2012,regular,Kyle O'Quinn,C,22,Orlando Magic,57,5,11.2
2012,regular,Lamar Odom,PF,33,Los Angeles Clippers,82,2,19.7
2012,regular,Tim Ohlbrecht,C,24,Houston Rockets,3,0,4.0
2012,regular,Emeka Okafor,C,30,Washington Wizards,79,77,26.0
2012,regular,Daniel Orton,C,22,Oklahoma City Thunder,13,0,8.0
2012,regular,Travis Outlaw,SF,28,Sacramento Kings,38,2,11.7
2012,regular,Zaza Pachulia,C,28,Atlanta Hawks,52,15,21.8
2012,regular,Jannero Pargo,PG,33,TOT,32,0,15.8
2012,regular,Jannero Pargo,PG,33,Washington Wizards,7,0,14.6
2012,regular,Jannero Pargo,PG,33,Atlanta Hawks,7,0,16.1
2012,regular,Jannero Pargo,PG,33,Charlotte Bobcats,18,0,16.2
2012,regular,Jeremy Pargo,PG-SG,26,TOT,39,11,16.8
2012,regular,Jeremy Pargo,PG,26,Cleveland Cavaliers,25,11,17.9
2012,regular,Jeremy Pargo,SG,26,Philadelphia 76ers,14,0,14.9
2012,regular,Tony Parker,PG,30,San Antonio Spurs,66,66,32.9
2012,regular,Chandler Parsons,SF,24,Houston Rockets,76,76,36.3
2012,regular,Patrick Patterson,PF,23,TOT,71,41,25.0
2012,regular,Patrick Patterson,PF,23,Houston Rockets,47,38,25.9
2012,regular,Patrick Patterson,PF,23,Sacramento Kings,24,3,23.2
2012,regular,Chris Paul,PG,27,Los Angeles Clippers,70,70,33.4
2012,regular,Sasha Pavlovic,SG,29,Portland Trailblazers,39,1,13.5
2012,regular,Nikola Pekovic,C,27,Minnesota Timberwolves,62,62,31.6
2012,regular,Kendrick Perkins,C,28,Oklahoma City Thunder,78,78,25.1
2012,regular,Johan Petro,C,27,Atlanta Hawks,31,8,11.4
2012,regular,Paul Pierce,SF,35,Boston Celtics,77,77,33.4
2012,regular,Mickael Pietrus,SF,30,Toronto Raptors,19,16,20.3
2012,regular,Dexter Pittman,C,24,TOT,11,0,2.9
2012,regular,Dexter Pittman,C,24,Miami Heat,4,0,3.0
2012,regular,Dexter Pittman,C,24,Memphis Grizzlies,7,0,2.9
2012,regular,Miles Plumlee,C,24,Indiana Pacers,14,0,3.9
2012,regular,Quincy Pondexter,SF,24,Memphis Grizzlies,59,1,21.1
2012,regular,A.J. Price,PG,26,Washington Wizards,57,22,22.4
2012,regular,Ronnie Price,PG,29,Portland Trailblazers,39,0,13.1
2012,regular,Pablo Prigioni,PG,35,New York Knicks,78,18,16.2
2012,regular,Tayshaun Prince,SF,32,TOT,82,81,32.1
2012,regular,Tayshaun Prince,SF,32,Detroit Pistons,45,45,32.4
2012,regular,Tayshaun Prince,SF,32,Memphis Grizzlies,37,36,31.7
2012,regular,Joel Przybilla,C,33,Milwaukee Bucks,12,1,5.7
2012,regular,Chris Quinn,SG,29,Cleveland Cavaliers,7,0,11.1
2012,regular,Vladimir Radmanovic,PF,32,Chicago Bulls,25,0,5.8
2012,regular,Anthony Randolph,PF,23,Denver Nuggets,39,0,8.4
2012,regular,Shavlik Randolph,PF,29,Boston Celtics,16,0,12.4
2012,regular,Zach Randolph,PF,31,Memphis Grizzlies,76,75,34.3
2012,regular,JJ Redick,SG,28,TOT,78,13,30.5
2012,regular,JJ Redick,SG,28,Orlando Magic,50,11,31.5
2012,regular,JJ Redick,SG,28,Milwaukee Bucks,28,2,28.7
2012,regular,Jason Richardson,SG,32,Philadelphia 76ers,33,33,28.4
2012,regular,Quentin Richardson,SF,32,New York Knicks,1,0,29.0
2012,regular,Luke Ridnour,SG,31,Minnesota Timberwolves,82,82,30.2
2012,regular,Austin Rivers,SG,20,New Orleans Hornets,61,26,23.2
2012,regular,Brian Roberts,PG,27,New Orleans Hornets,78,5,17.0
2012,regular,Nate Robinson,PG,28,Chicago Bulls,82,23,25.4
2012,regular,Thomas Robinson,PF,21,TOT,70,0,15.1
2012,regular,Thomas Robinson,PF,21,Sacramento Kings,51,0,15.9
2012,regular,Thomas Robinson,PF,21,Houston Rockets,19,0,13.0
2012,regular,Rajon Rondo,PG,26,Boston Celtics,38,38,37.4
2012,regular,Terrence Ross,SG,21,Toronto Raptors,73,2,17.0
2012,regular,Brandon Roy,SG,28,Minnesota Timberwolves,5,5,24.4
2012,regular,Ricky Rubio,PG,22,Minnesota Timberwolves,57,47,29.7
2012,regular,Brandon Rush,SF,27,Golden State Warriors,2,0,12.5
2012,regular,Robert Sacre,C,23,Los Angeles Lakers,32,3,6.3
2012,regular,John Salmons,SF,33,Sacramento Kings,76,72,30.0
2012,regular,Samardo Samuels,C,24,Cleveland Cavaliers,18,1,10.9
2012,regular,Larry Sanders,C,24,Milwaukee Bucks,71,55,27.3
2012,regular,Luis Scola,PF,32,Phoenix Suns,82,67,26.6
2012,regular,Mike Scott,PF,24,Atlanta Hawks,40,1,9.4
2012,regular,Thabo Sefolosha,SG,28,Oklahoma City Thunder,81,81,27.5
2012,regular,Josh Selby,PG,21,Memphis Grizzlies,10,0,5.9
2012,regular,Kevin Seraphin,C,23,Washington Wizards,79,8,21.8
2012,regular,Ramon Sessions,SG,26,Charlotte Bobcats,61,0,27.1
2012,regular,Tornike Shengelia,SF,21,Brooklyn Nets,19,0,4.9
2012,regular,Iman Shumpert,SG,22,New York Knicks,45,45,22.1
2012,regular,Alexey Shved,SG,24,Minnesota Timberwolves,77,16,23.9
2012,regular,Henry Sims,C,22,New Orleans Hornets,2,0,2.5
2012,regular,Kyle Singler,SF,24,Detroit Pistons,82,74,28.0
2012,regular,Chris Singleton,PF,23,Washington Wizards,57,11,16.2
2012,regular,Donald Sloan,SG-PG,25,TOT,23,0,11.4
2012,regular,Donald Sloan,SG,25,Cleveland Cavaliers,20,0,12.9
2012,regular,Donald Sloan,PG,25,New Orleans Hornets,3,0,2.0
2012,regular,Greg Smith,C,22,Houston Rockets,70,10,15.9
2012,regular,Ish Smith,PG,24,TOT,52,3,9.9
2012,regular,Ish Smith,PG,24,Orlando Magic,36,3,10.5
2012,regular,Ish Smith,PG,24,Milwaukee Bucks,16,0,8.6
2012,regular,J.R. Smith,SG,27,New York Knicks,80,0,33.5
2012,regular,Jason Smith,C,26,New Orleans Hornets,51,0,17.2
2012,regular,Josh Smith,PF,27,Atlanta Hawks,76,76,35.3
2012,regular,Nolan Smith,PG,24,Portland Trailblazers,40,0,7.2
2012,regular,Marreese Speights,C,25,TOT,79,3,16.5
2012,regular,Marreese Speights,C,25,Memphis Grizzlies,40,2,14.5
2012,regular,Marreese Speights,C,25,Cleveland Cavaliers,39,1,18.5
2012,regular,Tiago Splitter,PF,28,San Antonio Spurs,81,58,24.7
2012,regular,Jerry Stackhouse,SF,38,Brooklyn Nets,37,0,14.7
2012,regular,Lance Stephenson,SG,22,Indiana Pacers,78,72,29.2
2012,regular,DeShawn Stevenson,SG,31,Atlanta Hawks,56,31,20.7
2012,regular,Greg Stiemsma,C,27,Minnesota Timberwolves,76,19,15.9
2012,regular,Julyan Stone,PG,24,Denver Nuggets,4,0,7.0
2012,regular,Amar'e Stoudemire,PF,30,New York Knicks,29,0,23.5
2012,regular,Rodney Stuckey,SG,26,Detroit Pistons,76,24,28.6
2012,regular,Jared Sullinger,PF,20,Boston Celtics,45,5,19.8
2012,regular,DaJuan Summers,PF,25,Los Angeles Clippers,2,0,3.5
2012,regular,Jeff Taylor,SF,23,Charlotte Bobcats,77,29,19.6
2012,regular,Tyshawn Taylor,PG,22,Brooklyn Nets,38,0,5.8
2012,regular,Jeff Teague,PG,24,Atlanta Hawks,80,78,32.9
2012,regular,Marquis Teague,PG,19,Chicago Bulls,48,0,8.2
2012,regular,Mirza Teletovic,PF,27,Brooklyn Nets,53,0,9.4
2012,regular,Sebastian Telfair,PG,27,TOT,59,2,16.6
2012,regular,Sebastian Telfair,PG,27,Phoenix Suns,46,2,17.3
2012,regular,Sebastian Telfair,PG,27,Toronto Raptors,13,0,14.2
2012,regular,Garrett Temple,SG,26,Washington Wizards,51,36,22.7
2012,regular,Jason Terry,SG,35,Boston Celtics,79,24,26.9
2012,regular,Hasheem Thabeet,C,25,Oklahoma City Thunder,66,4,11.7
2012,regular,Isaiah Thomas,PG,23,Sacramento Kings,79,62,26.9
2012,regular,Kurt Thomas,PF,40,New York Knicks,39,17,10.1
2012,regular,Lance Thomas,SF,24,New Orleans Hornets,59,9,10.9
2012,regular,Malcolm Thomas,PF,24,TOT,12,0,4.8
2012,regular,Malcolm Thomas,PF,24,Golden State Warriors,5,0,4.2
2012,regular,Malcolm Thomas,PF,24,Chicago Bulls,7,0,5.1
2012,regular,Tyrus Thomas,PF,26,Charlotte Bobcats,26,2,13.8
2012,regular,Jason Thompson,PF,26,Sacramento Kings,82,81,27.9
2012,regular,Klay Thompson,SG,22,Golden State Warriors,82,82,35.8
2012,regular,Tristan Thompson,PF,21,Cleveland Cavaliers,82,82,31.3
2012,regular,Marcus Thornton,SG,25,Sacramento Kings,72,8,24.0
2012,regular,Jamaal Tinsley,PG,34,Utah Jazz,66,32,18.5
2012,regular,Anthony Tolliver,SF,27,Atlanta Hawks,62,11,15.5
2012,regular,P.J. Tucker,SG,27,Phoenix Suns,79,45,24.2
2012,regular,Ronny Turiaf,C,30,Los Angeles Clippers,65,0,10.8
2012,regular,Hedo Turkoglu,SF,33,Orlando Magic,11,1,17.2
2012,regular,Evan Turner,SF,24,Philadelphia 76ers,82,82,35.3
2012,regular,Jeremy Tyler,C,21,TOT,21,0,3.2
2012,regular,Jeremy Tyler,C,21,Golden State Warriors,20,0,3.2
2012,regular,Jeremy Tyler,C,21,Atlanta Hawks,1,0,5.0
2012,regular,Ekpe Udoh,C,25,Milwaukee Bucks,76,9,17.3
2012,regular,Beno Udrih,SG-PG,30,TOT,66,9,22.1
2012,regular,Beno Udrih,SG,30,Milwaukee Bucks,39,0,18.4
2012,regular,Beno Udrih,PG,30,Orlando Magic,27,9,27.3
2012,regular,Jonas Valanciunas,C,20,Toronto Raptors,62,57,23.9
2012,regular,Anderson Varejao,C,30,Cleveland Cavaliers,25,25,36.0
2012,regular,Jarvis Varnado,PF,24,TOT,13,0,4.5
2012,regular,Jarvis Varnado,PF,24,Boston Celtics,5,0,3.6
2012,regular,Jarvis Varnado,PF,24,Miami Heat,8,0,5.0
2012,regular,Greivis Vasquez,PG,26,New Orleans Hornets,78,78,34.4
2012,regular,Jan Vesely,PF,22,Washington Wizards,51,4,11.8
2012,regular,Charlie Villanueva,PF,28,Detroit Pistons,69,0,15.8
2012,regular,Nikola Vucevic,C,22,Orlando Magic,77,77,33.2
2012,regular,Dwyane Wade,SG,31,Miami Heat,69,69,34.7
2012,regular,Dion Waiters,SG,21,Cleveland Cavaliers,61,48,28.8
2012,regular,Kemba Walker,PG,22,Charlotte Bobcats,82,82,34.9
2012,regular,John Wall,PG,22,Washington Wizards,49,42,32.7
2012,regular,Gerald Wallace,SF,30,Brooklyn Nets,69,68,30.1
2012,regular,Rasheed Wallace,C,38,New York Knicks,21,0,14.1
2012,regular,Luke Walton,PF,32,Cleveland Cavaliers,50,0,17.1
2012,regular,Hakim Warrick,PF,30,TOT,28,14,17.5
2012,regular,Hakim Warrick,PF,30,New Orleans Hornets,1,0,7.0
2012,regular,Hakim Warrick,PF,30,Charlotte Bobcats,27,14,17.9
2012,regular,C.J. Watson,PG,28,Brooklyn Nets,80,8,19.0
2012,regular,Earl Watson,PG,33,Utah Jazz,48,4,17.3
2012,regular,Maalik Wayns,PG,21,TOT,27,1,7.5
2012,regular,Maalik Wayns,PG,21,Philadelphia 76ers,21,1,7.9
2012,regular,Maalik Wayns,PG,21,Los Angeles Clippers,6,0,6.2
2012,regular,Martell Webster,SF,26,Washington Wizards,76,62,28.9
2012,regular,David West,PF,32,Indiana Pacers,73,73,33.4
2012,regular,Russell Westbrook,PG,24,Oklahoma City Thunder,82,82,34.9
2012,regular,D.J. White,PF,26,Boston Celtics,12,0,7.2
2012,regular,James White,SF,30,New York Knicks,57,16,7.6
2012,regular,Chris Wilcox,C,30,Boston Celtics,61,7,13.6
2012,regular,Damien Wilkins,SG,33,Philadelphia 76ers,61,21,18.0
2012,regular,Deron Williams,PG,28,Brooklyn Nets,78,78,36.4
2012,regular,Derrick Williams,PF,21,Minnesota Timberwolves,78,56,24.6
2012,regular,Lou Williams,SG,26,Atlanta Hawks,39,9,28.7
2012,regular,Marvin Williams,SF,26,Utah Jazz,73,51,23.7
2012,regular,Mo Williams,PG,30,Utah Jazz,46,46,30.8
2012,regular,Reggie Williams,SF,26,Charlotte Bobcats,40,0,9.5
2012,regular,Terrence Williams,SF,25,Boston Celtics,24,0,13.3
2012,regular,Metta World Peace,SF,33,Los Angeles Lakers,75,66,33.7
2012,regular,Brandan Wright,C,25,Dallas Mavericks,64,16,18.0
2012,regular,Chris Wright,SG,23,Dallas Mavericks,3,0,1.3
2012,regular,Dorell Wright,SF,27,Philadelphia 76ers,79,8,22.6
2012,regular,Tony Wroten,SG,19,Memphis Grizzlies,35,0,7.8
2012,regular,Nick Young,SG,27,Philadelphia 76ers,59,17,23.9
2012,regular,Sam Young,SG,27,Indiana Pacers,56,3,12.4
2012,regular,Thaddeus Young,PF,24,Philadelphia 76ers,76,76,34.6
2012,regular,Luke Zeller,C,25,Phoenix Suns,16,0,3.6
2012,regular,Tyler Zeller,C,23,Cleveland Cavaliers,77,55,26.4
2012,post,Ray Allen,SG,37,Miami Heat,23,0,24.9
2012,post,Tony Allen,SG,31,Memphis Grizzlies,15,15,28.1
2012,post,Chris Andersen,C,34,Miami Heat,20,0,15.2
2012,post,James Anderson,SG,23,Houston Rockets,2,0,9.0
2012,post,Carmelo Anthony,PF,28,New York Knicks,12,12,40.1
2012,post,Joel Anthony,C,30,Miami Heat,14,0,5.1
2012,post,Darrell Arthur,PF,24,Memphis Grizzlies,15,0,11.7
2012,post,Omer Asık,C,26,Houston Rockets,6,6,34.7
2012,post,D.J. Augustin,PG,25,Indiana Pacers,19,1,16.6
2012,post,Gustavo Ayon,C,27,Milwaukee Bucks,3,0,2.3
2012,post,Jeff Ayres,PF,25,Indiana Pacers,9,0,7.9
2012,post,Harrison Barnes,SF,20,Golden State Warriors,12,12,38.4
2012,post,Matt Barnes,SF,32,Los Angeles Clippers,6,0,27.0
2012,post,Brandon Bass,PF,27,Boston Celtics,6,5,34.0
2012,post,Shane Battier,SF,34,Miami Heat,22,0,17.8
2012,post,Jerryd Bayless,PG,24,Memphis Grizzlies,15,0,21.3
2012,post,Aron Baynes,C,26,San Antonio Spurs,4,1,5.8
2012,post,Kent Bazemore,SG,23,Golden State Warriors,9,0,1.8
2012,post,Marco Belinelli,SG,26,Chicago Bulls,12,7,27.1
2012,post,Patrick Beverley,PG,24,Houston Rockets,6,5,33.3
2012,post,Andris Biedrins,C,26,Golden State Warriors,3,0,5.7
2012,post,Chauncey Billups,SG,36,Los Angeles Clippers,6,6,19.2
2012,post,DeJuan Blair,PF,23,San Antonio Spurs,12,0,6.3
2012,post,Steve Blake,PG,32,Los Angeles Lakers,2,2,37.5
2012,post,Andray Blatche,C,26,Brooklyn Nets,7,0,19.7
2012,post,Eric Bledsoe,PG,23,Los Angeles Clippers,6,0,16.2
2012,post,Keith Bogans,SG,32,Brooklyn Nets,2,0,11.5
2012,post,Andrew Bogut,C,28,Golden State Warriors,12,12,27.3
2012,post,Matt Bonner,PF,32,San Antonio Spurs,20,1,13.4
2012,post,Carlos Boozer,PF,31,Chicago Bulls,12,12,35.9
2012,post,Chris Bosh,C,28,Miami Heat,23,23,32.7
2012,post,Avery Bradley,PG,22,Boston Celtics,6,6,31.8
2012,post,Corey Brewer,SF,26,Denver Nuggets,6,0,24.3
2012,post,Ronnie Brewer,SF,27,Oklahoma City Thunder,1,0,8.0
2012,post,Aaron Brooks,PG,28,Houston Rockets,6,0,11.2
2012,post,MarShon Brooks,SG,24,Brooklyn Nets,7,0,5.7
2012,post,Caron Butler,SF,32,Los Angeles Clippers,6,6,22.7
2012,post,Jimmy Butler,SF,23,Chicago Bulls,12,12,40.8
2012,post,Marcus Camby,PF,38,New York Knicks,3,0,1.0
2012,post,Mario Chalmers,PG,26,Miami Heat,23,23,28.3
2012,post,Tyson Chandler,C,30,New York Knicks,12,12,29.2
2012,post,Wilson Chandler,PF,25,Denver Nuggets,6,6,34.2
2012,post,Earl Clark,PF,25,Los Angeles Lakers,4,1,20.5
2012,post,Norris Cole,PG,24,Miami Heat,21,0,19.9
2012,post,Nick Collison,C,32,Oklahoma City Thunder,11,0,16.2
2012,post,Mike Conley,PG,25,Memphis Grizzlies,15,15,38.3
2012,post,Daequan Cook,SG,25,Chicago Bulls,6,0,6.0
2012,post,Chris Copeland,PF,28,New York Knicks,9,1,10.3
2012,post,Jamal Crawford,SG,32,Los Angeles Clippers,6,0,26.8
2012,post,Jordan Crawford,SG,24,Boston Celtics,5,0,11.8
2012,post,Stephen Curry,PG,24,Golden State Warriors,12,12,41.4
2012,post,Samuel Dalembert,C,31,Milwaukee Bucks,1,0,9.0
2012,post,Marquis Daniels,SF,32,Milwaukee Bucks,3,0,11.0
2012,post,Ed Davis,PF,23,Memphis Grizzlies,8,0,6.0
2012,post,Austin Daye,SF,24,Memphis Grizzlies,4,0,5.0
2012,post,Nando De Colo,SG,25,San Antonio Spurs,5,0,2.8
2012,post,Carlos Delfino,SF,30,Houston Rockets,5,0,24.0
2012,post,Luol Deng,SF,27,Chicago Bulls,5,5,44.8
2012,post,Boris Diaw,PF,30,San Antonio Spurs,16,1,17.1
2012,post,Keyon Dooling,PG,32,Memphis Grizzlies,14,0,8.1
2012,post,Chris Duhon,PG,30,Los Angeles Lakers,2,0,34.0
2012,post,Tim Duncan,C,36,San Antonio Spurs,21,21,35.0
2012,post,Mike Dunleavy,SF,32,Milwaukee Bucks,4,0,22.8
2012,post,Kevin Durant,SF,24,Oklahoma City Thunder,11,11,44.1
2012,post,Monta Ellis,SG,27,Milwaukee Bucks,4,4,38.0
2012,post,Reggie Evans,PF,32,Brooklyn Nets,7,7,29.9
2012,post,Festus Ezeli,C,23,Golden State Warriors,12,3,11.2
2012,post,Kenneth Faried,PF,23,Denver Nuggets,5,4,29.0
2012,post,Raymond Felton,PG,28,New York Knicks,12,12,37.8
2012,post,Derek Fisher,SG,38,Oklahoma City Thunder,11,0,23.7
2012,post,Evan Fournier,SG,20,Denver Nuggets,4,4,13.3
2012,post,Francisco Garcia,SF,31,Houston Rockets,6,3,27.3
2012,post,Kevin Garnett,C,36,Boston Celtics,6,6,35.3
2012,post,Marc Gasol,C,28,Memphis Grizzlies,15,15,40.6
2012,post,Pau Gasol,PF,32,Los Angeles Lakers,4,4,36.5
2012,post,Paul George,SF,22,Indiana Pacers,19,19,41.1
2012,post,Taj Gibson,PF,27,Chicago Bulls,12,0,17.2
2012,post,Manu Ginobili,SG,35,San Antonio Spurs,21,3,26.7
2012,post,Andrew Goudelock,SG,24,Los Angeles Lakers,3,2,26.7
2012,post,Danny Green,SG,25,San Antonio Spurs,21,21,31.9
2012,post,Draymond Green,SF,22,Golden State Warriors,12,1,18.6
2012,post,Gerald Green,SF,27,Indiana Pacers,9,0,11.7
2012,post,Jeff Green,PF,26,Boston Celtics,6,6,43.0
2012,post,Willie Green,SG,31,Los Angeles Clippers,3,0,6.7
2012,post,Blake Griffin,PF,23,Los Angeles Clippers,6,5,26.3
2012,post,Jordan Hamilton,SF,22,Denver Nuggets,1,0,2.0
2012,post,Richard Hamilton,SG,34,Chicago Bulls,4,0,17.0
2012,post,Ben Hansbrough,PG,25,Indiana Pacers,6,0,3.7
2012,post,Tyler Hansbrough,PF,27,Indiana Pacers,19,0,12.7
2012,post,James Harden,SG,23,Houston Rockets,6,6,40.5
2012,post,Devin Harris,SG,29,Atlanta Hawks,6,6,37.5
2012,post,Udonis Haslem,PF,32,Miami Heat,22,19,16.2
2012,post,John Henson,PF,22,Milwaukee Bucks,4,0,8.3
2012,post,Roy Hibbert,C,26,Indiana Pacers,19,19,36.5
2012,post,George Hill,PG,26,Indiana Pacers,18,18,38.1
2012,post,Grant Hill,SF,40,Los Angeles Clippers,1,0,20.0
2012,post,Jordan Hill,PF,25,Los Angeles Lakers,3,0,10.3
2012,post,Kirk Hinrich,PG,32,Chicago Bulls,4,4,40.5
2012,post,Ryan Hollins,C,28,Los Angeles Clippers,5,0,7.4
2012,post,Al Horford,C,26,Atlanta Hawks,6,6,36.3
2012,post,Dwight Howard,C,27,Los Angeles Lakers,4,4,31.5
2012,post,Kris Humphries,PF,27,Brooklyn Nets,7,0,11.9
2012,post,Serge Ibaka,PF,23,Oklahoma City Thunder,11,11,33.3
2012,post,Andre Iguodala,SG,29,Denver Nuggets,6,6,40.5
2012,post,Ersan Ilyasova,PF,25,Milwaukee Bucks,4,4,29.3
2012,post,Jarrett Jack,SG,29,Golden State Warriors,12,4,35.5
2012,post,Reggie Jackson,PG,22,Oklahoma City Thunder,11,9,33.5
2012,post,LeBron James,PF,28,Miami Heat,23,23,41.7
2012,post,Antawn Jamison,PF,36,Los Angeles Lakers,4,0,19.8
2012,post,Richard Jefferson,SF,32,Golden State Warriors,7,0,5.6
2012,post,John Jenkins,SG,21,Atlanta Hawks,4,0,6.0
2012,post,Brandon Jennings,PG,23,Milwaukee Bucks,4,4,33.3
2012,post,Ivan Johnson,PF,28,Atlanta Hawks,6,0,18.0
2012,post,Joe Johnson,SG,31,Brooklyn Nets,7,7,38.7
2012,post,Orlando Johnson,SG,23,Indiana Pacers,12,0,2.3
2012,post,Dahntay Jones,SF,32,Atlanta Hawks,5,0,3.8
2012,post,Dwayne Jones,PF,29,Golden State Warriors,2,0,1.0
2012,post,James Jones,SF,32,Miami Heat,9,0,3.7
2012,post,Perry Jones,SF,21,Oklahoma City Thunder,1,0,5.0
2012,post,Terrence Jones,PF,21,Houston Rockets,2,0,17.5
2012,post,DeAndre Jordan,C,24,Los Angeles Clippers,6,6,24.0
2012,post,Cory Joseph,PG,21,San Antonio Spurs,20,0,9.6
2012,post,Jason Kidd,SG,39,New York Knicks,12,0,20.6
2012,post,Kyle Korver,SF,31,Atlanta Hawks,6,2,29.5
2012,post,Kosta Koufos,C,23,Denver Nuggets,6,2,16.7
2012,post,Carl Landry,PF,29,Golden State Warriors,12,3,20.5
2012,post,Ty Lawson,PG,25,Denver Nuggets,6,6,39.3
2012,post,Courtney Lee,SG,27,Boston Celtics,4,0,9.8
2012,post,David Lee,PF,29,Golden State Warriors,6,1,10.8
2012,post,Kawhi Leonard,SF,21,San Antonio Spurs,21,21,36.9
2012,post,Jon Leuer,PF,23,Memphis Grizzlies,5,0,2.2
2012,post,Rashard Lewis,PF,33,Miami Heat,11,0,4.3
2012,post,DeAndre Liggins,SG,24,Oklahoma City Thunder,8,0,8.5
2012,post,Jeremy Lin,PG,24,Houston Rockets,4,3,21.0
2012,post,Brook Lopez,C,24,Brooklyn Nets,7,7,37.6
2012,post,Scott Machado,PG,22,Golden State Warriors,5,0,1.6
2012,post,Shelvin Mack,PG,22,Atlanta Hawks,4,0,5.5
2012,post,Ian Mahinmi,C,26,Indiana Pacers,18,0,8.3
2012,post,Kenyon Martin,C,35,New York Knicks,12,1,21.1
2012,post,Kevin Martin,SG,29,Oklahoma City Thunder,11,0,29.4
2012,post,Luc Mbah a Moute,SF,26,Milwaukee Bucks,4,4,34.0
2012,post,JaVale McGee,C,25,Denver Nuggets,6,2,18.7
2012,post,Tracy McGrady,SF,33,San Antonio Spurs,6,0,5.2
2012,post,Jodie Meeks,SG,25,Los Angeles Lakers,1,0,20.0
2012,post,Andre Miller,PG,36,Denver Nuggets,6,0,25.7
2012,post,Mike Miller,SF,32,Miami Heat,17,5,13.6
2012,post,Patty Mills,PG,24,San Antonio Spurs,9,0,3.4
2012,post,Nazr Mohammed,C,35,Chicago Bulls,12,0,9.5
2012,post,Darius Morris,PG,22,Los Angeles Lakers,4,2,26.3
2012,post,Donatas Motiejunas,PF,22,Houston Rockets,1,0,5.0
2012,post,Steve Nash,PG,38,Los Angeles Lakers,2,2,30.5
2012,post,Gary Neal,SG,28,San Antonio Spurs,21,0,18.6
2012,post,Joakim Noah,C,27,Chicago Bulls,12,12,34.1
2012,post,Steve Novak,SF,29,New York Knicks,9,0,5.6
2012,post,Lamar Odom,PF,33,Los Angeles Clippers,6,1,17.8
2012,post,Tony Parker,PG,30,San Antonio Spurs,21,21,36.4
2012,post,Chandler Parsons,SF,24,Houston Rockets,6,6,39.7
2012,post,Chris Paul,PG,27,Los Angeles Clippers,6,6,37.3
2012,post,Kendrick Perkins,C,28,Oklahoma City Thunder,11,11,19.1
2012,post,Johan Petro,C,27,Atlanta Hawks,6,4,16.8
2012,post,Paul Pierce,SF,35,Boston Celtics,6,6,42.5
2012,post,Quincy Pondexter,SF,24,Memphis Grizzlies,15,0,23.8
2012,post,Pablo Prigioni,PG,35,New York Knicks,11,10,20.9
2012,post,Tayshaun Prince,SF,32,Memphis Grizzlies,15,15,30.3
2012,post,Vladimir Radmanovic,PF,32,Chicago Bulls,1,0,10.0
2012,post,Anthony Randolph,PF,23,Denver Nuggets,5,0,6.0
2012,post,Shavlik Randolph,PF,29,Boston Celtics,1,0,3.0
2012,post,Zach Randolph,PF,31,Memphis Grizzlies,15,15,36.9
2012,post,JJ Redick,SG,28,Milwaukee Bucks,4,0,17.3
2012,post,Quentin Richardson,SF,32,New York Knicks,5,0,2.8
2012,post,Nate Robinson,PG,28,Chicago Bulls,12,8,33.7
2012,post,Robert Sacre,C,23,Los Angeles Lakers,2,0,2.0
2012,post,Larry Sanders,C,24,Milwaukee Bucks,4,4,28.3
2012,post,Mike Scott,PF,24,Atlanta Hawks,4,0,5.0
2012,post,Thabo Sefolosha,SG,28,Oklahoma City Thunder,11,11,27.3
2012,post,Iman Shumpert,SG,22,New York Knicks,12,12,28.1
2012,post,Greg Smith,C,22,Houston Rockets,5,1,11.8
2012,post,Ish Smith,PG,24,Milwaukee Bucks,4,0,2.8
2012,post,J.R. Smith,SG,27,New York Knicks,11,0,31.9
2012,post,Josh Smith,PF,27,Atlanta Hawks,6,6,33.2
2012,post,Tiago Splitter,PF,28,San Antonio Spurs,19,15,20.4
2012,post,Jerry Stackhouse,SF,38,Brooklyn Nets,4,0,7.0
2012,post,Lance Stephenson,SG,22,Indiana Pacers,19,19,35.4
2012,post,DeShawn Stevenson,SG,31,Atlanta Hawks,4,0,11.3
2012,post,Julyan Stone,PG,24,Denver Nuggets,2,0,6.5
2012,post,Amar'e Stoudemire,PF,30,New York Knicks,4,0,8.3
2012,post,Tyshawn Taylor,PG,22,Brooklyn Nets,2,0,1.0
2012,post,Jeff Teague,PG,24,Atlanta Hawks,6,6,35.5
2012,post,Marquis Teague,PG,19,Chicago Bulls,8,0,9.0
2012,post,Mirza Teletovic,PF,27,Brooklyn Nets,1,0,1.0
2012,post,Jason Terry,SG,35,Boston Celtics,6,1,31.5
2012,post,Hasheem Thabeet,C,25,Oklahoma City Thunder,4,0,6.5
2012,post,Malcolm Thomas,PF,24,Chicago Bulls,3,0,2.0
2012,post,Klay Thompson,SG,22,Golden State Warriors,12,12,41.3
